player_id,team_cumulative_id,team_id,min,sst,sstexpts,pts,ast,turnover,ast_to_ratio,stl,stlpos,blk,ttlreb,offreb,defreb,field_goals_attempt,field_goals_made,field_goals_missed,field_goal_percentage,adjusted_field_goal_percentage,two_field_goals_attempt,two_field_goals_made,two_field_goals_missed,two_field_goal_percentage,three_field_goals_attempt,three_field_goals_made,three_field_goals_missed,three_field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_missed,free_throw_percentage,and_one,personal_fouls_taken,total_personal_fouls_commited,gp
1,230,13,209,0.71,0.23,54,8,10,0.8,5,6,1,31,9,22,45,18,27,0.4,0.444,28,14,14,0.5,17,4,13,0.235,19,14,5,0.737,0,11,23,18
2,223,13,399,0.84,0.27,135,34,33,1.03,11,16,0,69,15,54,116,46,70,0.397,0.461,66,31,35,0.47,50,15,35,0.3,42,28,14,0.667,3,34,34,23
3,218,13,192,0.89,0.22,86,14,9,1.56,6,6,0,16,4,12,77,29,48,0.377,0.474,36,14,22,0.389,41,15,26,0.366,17,13,4,0.765,1,11,7,18
4,225,13,13,1.19,0.54,2,3,0,,0,0,0,1,0,1,1,0,1,0,0,0,0,0,,1,0,1,0,2,2,0,1,0,1,1,5
5,227,13,371,0.93,0.34,137,16,20,0.8,2,5,3,96,29,67,133,51,82,0.384,0.413,97,43,54,0.443,36,8,28,0.222,35,27,8,0.771,3,37,46,25
6,216,13,520,1.52,0.43,289,58,39,1.49,21,24,4,103,33,70,210,97,113,0.462,0.507,154,78,76,0.506,56,19,37,0.339,103,76,27,0.738,19,89,43,22
7,219,13,282,0.38,0.17,56,9,4,2.25,6,2,1,24,0,24,57,19,38,0.333,0.482,7,2,5,0.286,50,17,33,0.34,2,1,1,0.5,0,1,27,19
9,221,13,462,0.74,0.27,163,38,43,0.88,8,17,5,94,17,77,148,57,91,0.385,0.5,59,23,36,0.39,89,34,55,0.382,22,15,7,0.682,1,19,52,25
10,222,13,167,0.9,0.2,70,15,11,1.36,3,7,0,14,6,8,54,24,30,0.444,0.528,29,15,14,0.517,25,9,16,0.36,21,13,8,0.619,3,13,19,14
11,224,13,384,0.9,0.14,170,14,21,0.67,10,9,3,37,4,33,138,56,82,0.406,0.489,73,33,40,0.452,65,23,42,0.354,46,35,11,0.761,2,23,42,20
12,226,13,115,0.68,0.31,27,3,9,0.33,5,4,7,19,5,14,26,11,15,0.423,0.423,25,11,14,0.44,1,0,1,0,7,5,2,0.714,0,5,8,17
13,217,13,49,0.38,0.29,9,4,4,1,1,3,0,9,3,6,14,3,11,0.214,0.321,3,0,3,0,11,3,8,0.273,0,0,0,,0,0,2,6
14,228,13,389,1.13,0.41,194,13,28,0.46,4,14,16,103,47,56,156,85,71,0.545,0.564,136,79,57,0.581,20,6,14,0.3,35,18,17,0.514,6,35,48,23
15,215,13,451,0.62,0.26,89,53,32,1.66,12,18,0,40,11,29,83,25,58,0.301,0.38,43,12,31,0.279,40,13,27,0.325,33,26,7,0.788,0,29,26,25
16,231,13,331,1.41,0.52,165,22,28,0.79,4,12,8,115,44,71,102,69,33,0.676,0.676,102,69,33,0.676,0,0,0,,44,27,17,0.614,1,36,54,23
17,106,7,11,0.05,0,2,0,0,,0,0,0,0,0,0,3,1,2,0.333,0.333,2,1,1,0.5,1,0,1,0,1,0,1,0,0,0,1,5
18,112,7,919,1.28,0.48,403,73,62,1.18,52,24,37,178,66,112,263,149,114,0.566,0.624,192,119,73,0.62,71,30,41,0.422,112,75,37,0.67,19,81,61,25
19,118,7,588,1.03,0.38,251,15,43,0.35,7,15,41,148,33,115,195,110,85,0.564,0.564,195,110,85,0.564,0,0,0,,59,31,28,0.525,11,58,54,25
20,109,7,13,0.43,0.15,4,1,1,1,0,1,0,2,0,2,5,2,3,0.4,0.4,4,2,2,0.5,1,0,1,0,0,0,0,,0,0,0,3
21,113,7,9,0.97,0.11,2,1,1,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,,2,0,2,0,2,2,0,1,0,1,0,5
22,104,7,566,0.75,0.13,213,43,54,0.8,22,17,2,38,11,27,192,72,120,0.375,0.445,103,45,58,0.437,89,27,62,0.303,50,42,8,0.84,8,38,64,24
23,116,7,24,-0.13,-0.13,0,0,3,0,0,3,0,3,0,3,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,2,8
24,107,7,121,0.6,0.3,29,8,2,4,2,1,0,17,3,14,31,9,22,0.29,0.403,7,2,5,0.286,24,7,17,0.292,7,4,3,0.571,1,4,5,13
25,103,7,814,1.24,0.3,426,51,29,1.76,23,13,0,132,23,109,320,138,182,0.431,0.53,174,75,99,0.431,146,63,83,0.432,101,87,14,0.861,13,65,34,24
26,117,7,103,0.37,0.09,31,3,8,0.38,0,2,2,13,2,11,34,11,23,0.324,0.456,5,2,3,0.4,29,9,20,0.31,0,0,0,,0,0,14,12
27,110,7,475,0.78,0.44,90,62,26,2.38,18,12,6,78,13,65,77,28,49,0.364,0.454,34,14,20,0.412,43,14,29,0.326,23,20,3,0.87,2,22,44,18
28,111,7,357,1.43,0.16,217,28,38,0.74,8,17,2,43,14,29,147,67,80,0.456,0.52,100,48,52,0.48,47,19,28,0.404,80,64,16,0.8,6,62,46,13
29,108,7,160,0.51,0.18,34,10,9,1.11,3,4,0,19,2,17,30,11,19,0.367,0.467,13,5,8,0.385,17,6,11,0.353,9,6,3,0.667,0,5,12,19
30,115,7,363,1.03,0.58,88,9,13,0.69,4,6,46,88,30,58,59,34,25,0.576,0.576,59,34,25,0.576,0,0,0,,37,20,17,0.54,1,25,38,23
31,114,7,412,0.53,0.28,76,24,10,2.4,10,7,4,49,10,39,87,23,64,0.264,0.345,23,9,14,0.391,64,14,50,0.219,31,16,15,0.516,2,22,46,25
32,105,7,123,0.3,0.01,20,3,7,0.43,3,2,0,3,0,3,19,6,13,0.316,0.395,3,3,0,1,16,3,13,0.188,6,5,1,0.833,0,4,7,16
33,211,12,2,0.5,0.5,0,0,1,0,0,0,0,2,1,1,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,1,2
34,198,12,159,0.91,0.64,40,18,4,4.5,6,3,1,42,17,25,47,19,28,0.404,0.404,44,19,25,0.432,3,0,3,0,2,2,0,1,0,1,16,20
35,197,12,716,1.29,0.47,308,53,47,1.13,25,16,7,201,56,145,242,103,139,0.426,0.467,181,83,98,0.459,61,20,41,0.328,107,82,25,0.766,13,90,47,23
36,203,12,193,0.96,0.45,64,5,9,0.56,3,5,2,57,28,29,61,24,37,0.393,0.418,45,21,24,0.467,16,3,13,0.188,25,13,12,0.52,1,16,16,25
37,201,12,2,3.48,0,3,0,0,,0,0,0,0,0,0,2,1,1,0.5,0.5,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1
38,206,12,236,0.48,0.11,65,20,24,0.83,1,13,0,28,3,25,59,22,37,0.373,0.492,22,8,14,0.364,37,14,23,0.378,10,7,3,0.7,2,13,14,24
39,202,12,775,0.96,0.1,436,36,44,0.82,14,21,3,50,8,42,345,140,205,0.406,0.551,85,40,45,0.471,260,100,160,0.385,68,56,12,0.824,5,50,34,25
40,207,12,752,0.85,0.52,185,142,54,2.63,35,32,11,117,6,111,155,61,94,0.394,0.552,31,12,19,0.387,124,49,75,0.395,17,14,3,0.824,1,15,47,25
41,212,12,377,1.12,0.3,152,22,24,0.92,5,6,2,65,38,27,110,50,60,0.454,0.468,87,47,40,0.54,23,3,20,0.13,82,49,33,0.598,10,51,41,25
42,199,12,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,1,3
43,209,12,151,0.43,0.32,23,10,9,1.11,3,4,4,26,7,19,32,8,24,0.25,0.359,7,1,6,0.143,25,7,18,0.28,0,0,0,,0,2,8,24
44,205,12,340,0.86,0.32,92,24,23,1.04,15,9,0,59,17,42,60,32,28,0.533,0.558,54,29,25,0.537,6,3,3,0.5,37,25,12,0.676,0,29,38,25
45,200,12,596,0.66,0.16,234,27,26,1.04,8,14,7,55,8,47,227,85,142,0.374,0.476,82,39,43,0.476,145,46,99,0.317,23,18,5,0.783,0,18,50,25
46,204,12,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1
47,213,12,459,1.09,0.46,160,24,30,0.8,10,10,7,134,54,80,110,60,50,0.546,0.559,95,57,38,0.6,15,3,12,0.2,72,37,35,0.514,8,59,59,22
48,208,12,2,-0.8,0,0,0,0,,0,0,0,0,0,0,2,0,2,0,0,0,0,0,,2,0,2,0,0,0,0,,0,0,0,2
49,210,12,261,1.13,0.43,100,17,15,1.13,6,4,1,68,27,41,66,39,27,0.591,0.591,66,39,27,0.591,0,0,0,,42,22,20,0.524,1,25,37,25
50,189,11,38,0.42,0.39,4,2,4,0.5,0,2,1,11,6,5,8,2,6,0.25,0.25,8,2,6,0.25,0,0,0,,0,0,0,,0,0,3,7
51,194,11,309,0.97,0.38,121,15,22,0.68,4,8,9,80,26,54,96,50,46,0.521,0.552,78,44,34,0.564,18,6,12,0.333,32,15,17,0.469,3,21,28,14
52,193,11,3,-0.67,-0.67,0,0,1,0,0,1,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,1,2
53,183,11,143,0.47,0.22,34,8,12,0.67,4,10,2,22,5,17,38,12,26,0.316,0.421,7,4,3,0.571,31,8,23,0.258,4,2,2,0.5,0,6,6,13
54,191,11,152,0.76,0.23,42,6,8,0.75,2,6,2,26,5,21,29,15,14,0.517,0.552,21,13,8,0.619,8,2,6,0.25,14,10,4,0.714,0,9,6,14
55,185,11,338,1.54,0.51,178,58,53,1.09,40,34,3,67,11,56,137,62,75,0.453,0.464,123,59,64,0.48,14,3,11,0.214,79,51,28,0.646,8,57,28,14
56,179,11,222,0.49,0.09,52,14,13,1.08,2,10,0,13,1,12,48,15,33,0.312,0.417,14,5,9,0.357,34,10,24,0.294,13,12,1,0.923,0,7,13,12
57,180,11,19,0.38,0.26,2,1,1,1,1,1,0,3,0,3,2,1,1,0.5,0.5,1,1,0,1,1,0,1,0,0,0,0,,0,1,0,5
58,186,11,1,-0.9,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,,0,0,0,,0,0,0,1
59,190,11,153,0.46,0.08,48,4,10,0.4,4,7,1,14,0,14,48,17,31,0.354,0.458,18,7,11,0.389,30,10,20,0.333,8,4,4,0.5,0,6,9,12
60,192,11,291,1.71,0.44,179,4,19,0.21,10,7,9,97,24,73,109,65,44,0.596,0.596,109,65,44,0.596,0,0,0,,74,49,25,0.662,9,61,44,14
61,195,11,4,0.74,0,1,0,0,,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,,2,1,1,0.5,0,1,0,2
62,187,11,16,1.43,0.19,15,1,2,0.5,2,2,0,1,0,1,12,5,7,0.417,0.583,1,1,0,1,11,4,7,0.364,2,1,1,0.5,0,1,0,5
63,184,11,25,0.29,0.24,5,0,0,,1,0,0,3,1,2,9,2,7,0.222,0.278,3,1,2,0.333,6,1,5,0.167,1,0,1,0,1,1,1,3
64,188,11,156,0.38,0.24,27,7,13,0.54,6,8,5,20,7,13,49,9,40,0.184,0.214,29,6,23,0.207,20,3,17,0.15,11,6,5,0.546,1,11,21,14
65,181,11,270,0.81,0.29,74,14,18,0.78,10,13,0,56,9,47,61,25,36,0.41,0.443,45,21,24,0.467,16,4,12,0.25,26,20,6,0.769,1,20,16,14
66,178,11,217,0.67,0.16,71,19,21,0.9,7,13,0,23,2,21,60,21,39,0.35,0.483,17,5,12,0.294,43,16,27,0.372,22,13,9,0.591,2,21,16,14
67,182,11,42,0.87,0.24,21,1,1,1,1,1,0,5,3,2,15,7,8,0.467,0.667,3,1,2,0.333,12,6,6,0.5,4,1,3,0.25,0,2,4,6
68,49,3,111,0.88,0.15,43,14,15,0.93,3,7,0,12,1,11,34,14,20,0.412,0.471,16,10,6,0.625,18,4,14,0.222,15,11,4,0.733,2,17,14,16
69,52,3,310,0.9,0.31,120,14,25,0.56,14,11,1,65,22,43,102,47,55,0.461,0.505,65,38,27,0.585,37,9,28,0.243,26,17,9,0.654,6,24,28,22
70,47,3,46,0.71,0.26,21,4,3,1.33,0,1,0,8,2,6,24,10,14,0.417,0.438,18,9,9,0.5,6,1,5,0.167,0,0,0,,0,0,4,10
71,56,3,358,0.54,0.27,65,9,32,0.28,11,16,5,85,27,58,80,22,58,0.275,0.294,65,19,46,0.292,15,3,12,0.2,30,18,12,0.6,3,24,53,25
72,48,3,307,0.44,0.22,62,16,19,0.84,11,7,4,31,13,18,77,24,53,0.312,0.357,48,17,31,0.354,29,7,22,0.241,14,7,7,0.5,1,13,37,23
73,51,3,449,0.83,0.24,185,48,45,1.07,32,25,1,35,3,32,159,61,98,0.384,0.513,52,20,32,0.385,107,41,66,0.383,38,22,16,0.579,0,44,51,25
74,54,3,328,0.71,0.3,108,9,14,0.64,13,5,1,74,8,66,110,38,72,0.346,0.45,31,15,16,0.484,79,23,56,0.291,12,9,3,0.75,0,14,47,19
75,50,3,337,0.74,0.18,139,14,24,0.58,8,8,3,39,18,21,133,50,83,0.376,0.455,58,29,29,0.5,75,21,54,0.28,32,18,14,0.562,3,24,33,25
76,44,3,654,1.38,0.48,338,59,56,1.05,47,35,22,145,26,119,248,124,124,0.5,0.56,157,94,63,0.599,91,30,61,0.33,79,60,19,0.759,9,64,64,23
77,57,3,6,0.9,0,4,0,0,,0,0,0,0,0,0,3,2,1,0.667,0.667,2,2,0,1,1,0,1,0,0,0,0,,0,0,1,2
78,46,3,436,0.6,0.22,118,21,15,1.4,11,10,2,41,16,25,115,47,68,0.409,0.439,81,40,41,0.494,34,7,27,0.206,32,17,15,0.531,3,20,26,24
79,53,3,87,0.83,0.54,22,3,5,0.6,3,3,6,28,5,23,25,9,16,0.36,0.4,17,7,10,0.412,8,2,6,0.25,4,2,2,0.5,0,2,12,12
80,45,3,223,0.48,0.17,41,23,19,1.21,6,13,0,15,3,12,33,13,20,0.394,0.515,10,5,5,0.5,23,8,15,0.348,8,7,1,0.875,0,14,18,17
81,55,3,615,1.24,0.28,355,41,47,0.87,7,19,18,110,23,87,327,135,192,0.413,0.428,281,125,156,0.445,46,10,36,0.217,102,75,27,0.735,13,91,37,24
82,1,1,24,0.17,0,6,0,2,0,0,0,0,3,1,2,9,3,6,0.333,0.333,8,3,5,0.375,1,0,1,0,0,0,0,,0,0,2,2
83,9,1,12,2.4,1.75,6,2,1,2,2,1,0,10,5,5,7,2,5,0.286,0.286,7,2,5,0.286,0,0,0,,6,2,4,0.333,0,3,8,5
84,12,1,100,1.01,0.47,41,13,15,0.87,9,10,0,23,10,13,44,15,29,0.341,0.398,14,10,4,0.714,30,5,25,0.167,12,6,6,0.5,1,9,14,12
86,21,1,158,1.06,0.45,65,2,15,0.13,10,3,4,50,19,31,64,25,39,0.391,0.398,60,24,36,0.4,4,1,3,0.25,31,14,17,0.452,1,24,24,13
87,5,1,385,1.02,0.34,187,32,46,0.7,18,24,9,85,18,67,189,67,122,0.354,0.423,92,41,51,0.446,97,26,71,0.268,34,27,7,0.794,2,24,30,15
88,2,1,165,1.08,0.01,106,13,36,0.36,7,17,0,26,8,18,92,35,57,0.38,0.44,56,24,32,0.429,36,11,25,0.306,45,25,20,0.556,1,21,21,15
90,19,1,73,1.62,0.63,48,7,10,0.7,5,3,4,25,9,16,54,17,37,0.315,0.324,44,16,28,0.364,10,1,9,0.1,26,13,13,0.5,2,14,24,12
91,18,1,128,0.69,0.09,45,11,21,0.52,4,17,1,18,3,15,40,13,27,0.325,0.425,17,5,12,0.294,23,8,15,0.348,16,11,5,0.688,2,17,20,13
92,23,1,33,1.5,0.33,27,1,5,0.2,2,4,0,10,5,5,26,12,14,0.462,0.462,26,12,14,0.462,0,0,0,,3,3,0,1,1,4,6,4
93,8,1,36,0.65,0.47,7,2,2,1,2,1,0,10,3,7,14,2,12,0.143,0.143,13,2,11,0.154,1,0,1,0,7,3,4,0.429,0,4,8,4
94,6,1,300,1.44,0.58,142,9,21,0.43,12,8,13,101,48,53,107,53,54,0.495,0.5,104,52,52,0.5,3,1,2,0.333,64,35,29,0.547,10,47,48,15
95,4,1,342,1.44,0.42,193,45,39,1.15,23,17,2,72,11,61,150,64,86,0.427,0.503,82,41,41,0.5,68,23,45,0.338,54,42,12,0.778,8,41,49,16
96,16,1,59,0.83,0.34,15,3,4,0.75,2,3,2,11,3,8,15,5,10,0.333,0.333,9,5,4,0.556,6,0,6,0,7,5,2,0.714,0,4,16,12
97,22,1,16,0.76,0.81,4,1,3,0.33,0,4,2,10,3,7,8,2,6,0.25,0.25,8,2,6,0.25,0,0,0,,2,0,2,0,0,2,20,9
98,13,1,67,1.06,0.46,27,4,8,0.5,4,2,2,19,8,11,28,11,17,0.393,0.393,24,11,13,0.458,4,0,4,0,8,5,3,0.625,0,9,31,11
99,3,1,318,1.36,0.18,223,32,52,0.62,16,20,2,43,18,25,211,73,138,0.346,0.405,121,48,73,0.397,90,25,65,0.278,70,52,18,0.743,6,59,44,14
100,20,1,28,1.22,0.46,6,1,1,1,1,0,2,5,2,3,4,0,4,0,0,4,0,4,0,0,0,0,,10,6,4,0.6,0,6,6,2
101,169,10,65,0.6,0.34,13,4,5,0.8,3,1,0,13,5,8,16,5,11,0.312,0.312,16,5,11,0.312,0,0,0,,6,3,3,0.5,0,3,13,6
102,166,10,10,0.47,0,3,0,1,0,0,1,0,1,1,0,1,1,0,1,1.5,0,0,0,,1,1,0,1,0,0,0,,0,0,2,5
103,167,10,336,1.06,0.45,125,34,29,1.17,7,13,14,76,23,53,89,52,37,0.584,0.601,82,49,33,0.598,7,3,4,0.429,31,18,13,0.581,3,24,38,16
104,158,10,64,0.29,0.31,1,6,4,1.5,6,4,0,4,0,4,6,0,6,0,0,5,0,5,0,1,0,1,0,2,1,1,0.5,0,2,9,7
105,170,10,73,0.46,0.1,24,2,8,0.25,0,2,2,11,4,7,29,10,19,0.345,0.379,23,8,15,0.348,6,2,4,0.333,2,2,0,1,0,1,11,5
106,164,10,10,0.73,-0.2,6,1,3,0.33,0,1,0,1,1,0,2,2,0,1,1.5,0,0,0,,2,2,0,1,0,0,0,,0,0,2,4
107,173,10,114,0.73,0.32,30,6,11,0.55,3,4,1,31,8,23,26,12,14,0.462,0.481,22,11,11,0.5,4,1,3,0.25,10,5,5,0.5,0,10,18,11
108,168,10,383,0.8,0.23,109,35,39,0.9,11,22,2,52,19,33,83,38,45,0.458,0.47,72,36,36,0.5,11,2,9,0.182,41,31,10,0.756,5,31,49,16
109,161,10,372,1.03,0.21,159,15,28,0.54,7,17,4,60,21,39,120,52,68,0.433,0.496,66,37,29,0.561,54,15,39,0.278,51,40,11,0.784,6,34,27,16
110,160,10,17,-0.48,-0.71,1,0,7,0,0,5,0,2,0,2,0,0,0,,,0,0,0,,0,0,0,,2,1,1,0.5,0,2,2,3
111,175,10,496,1.29,0.32,288,76,50,1.52,14,22,0,59,20,39,240,107,133,0.446,0.485,181,88,93,0.486,59,19,40,0.322,78,55,23,0.705,7,53,27,16
112,174,10,53,0.59,0.45,10,6,4,1.5,2,1,1,11,3,8,13,5,8,0.385,0.385,13,5,8,0.385,0,0,0,,1,0,1,0,0,2,10,8
113,171,10,4,2.95,1.25,2,0,0,,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,,4,2,2,0.5,0,2,0,1
114,165,10,333,1.18,0.29,196,28,42,0.67,18,26,0,76,11,65,145,72,73,0.497,0.603,86,41,45,0.477,59,31,28,0.525,31,21,10,0.677,5,28,20,12
115,159,10,63,0.52,0.25,17,6,4,1.5,2,2,0,7,1,6,18,6,12,0.333,0.472,2,1,1,0.5,16,5,11,0.312,0,0,0,,0,2,4,8
116,163,10,244,1.27,0.56,98,27,23,1.17,6,14,11,77,18,59,75,38,37,0.507,0.527,68,35,33,0.515,7,3,4,0.429,26,19,7,0.731,1,17,30,14
117,172,10,270,0.81,0.16,115,16,20,0.8,5,9,1,31,7,24,84,41,43,0.488,0.613,31,20,11,0.645,53,21,32,0.396,17,12,5,0.706,0,9,22,16
118,162,10,289,1.39,0.33,147,22,20,1.1,8,9,0,57,17,40,80,46,34,0.575,0.669,45,31,14,0.689,35,15,20,0.429,58,40,18,0.69,11,42,30,16
119,153,9,122,0.67,0.11,35,5,10,0.5,1,1,1,14,6,8,28,10,18,0.357,0.411,22,7,15,0.318,6,3,3,0.5,22,12,10,0.546,1,16,29,12
120,140,9,56,0.21,0.05,12,5,10,0.5,1,6,0,10,1,9,15,5,10,0.333,0.4,12,3,9,0.25,3,2,1,0.667,1,0,1,0,1,3,6,11
121,139,9,505,0.73,0.29,138,22,29,0.76,13,16,5,103,21,82,119,52,67,0.437,0.492,71,39,32,0.549,48,13,35,0.271,23,21,2,0.913,1,18,33,17
122,148,9,150,0.91,0.17,60,8,13,0.62,3,9,0,21,9,12,43,17,26,0.395,0.546,15,4,11,0.267,28,13,15,0.464,14,13,1,0.929,0,11,20,16
123,141,9,17,0.59,0.59,0,2,0,,2,0,0,2,0,2,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,1,8
124,145,9,466,0.58,0.2,171,31,28,1.11,15,16,0,49,6,43,182,64,118,0.352,0.451,78,28,50,0.359,104,36,68,0.346,16,7,9,0.438,1,15,21,17
125,146,9,405,0.68,0.26,125,40,34,1.18,20,14,3,43,5,38,119,47,72,0.395,0.462,71,31,40,0.437,48,16,32,0.333,27,15,12,0.556,2,26,48,17
126,155,9,74,0.54,0.18,19,3,4,0.75,2,2,0,10,1,9,17,7,10,0.412,0.5,9,4,5,0.444,8,3,5,0.375,2,2,0,1,0,1,12,10
127,147,9,105,0.84,0.32,39,4,8,0.5,7,3,1,20,6,14,33,18,15,0.546,0.546,33,18,15,0.546,0,0,0,,5,3,2,0.6,1,5,18,9
128,143,9,119,0.22,0.11,8,6,8,0.75,3,4,1,7,2,5,10,2,8,0.2,0.25,6,1,5,0.167,4,1,3,0.25,5,3,2,0.6,1,4,12,14
129,142,9,101,0.94,0.29,37,6,5,1.2,2,3,0,17,6,11,21,16,5,0.762,0.762,21,16,5,0.762,0,0,0,,8,5,3,0.625,2,5,13,9
130,144,9,214,0.71,0.21,79,27,16,1.69,7,10,0,7,1,6,76,25,51,0.329,0.447,27,7,20,0.259,49,18,31,0.367,18,11,7,0.611,1,18,13,11
131,151,9,39,0.77,0.13,19,2,3,0.67,0,1,0,6,1,5,12,8,4,0.667,0.792,8,5,3,0.625,4,3,1,0.75,1,0,1,0,1,1,1,10
132,154,9,21,0.54,0.29,4,2,1,2,0,0,0,2,2,0,3,2,1,0.667,0.667,2,2,0,1,1,0,1,0,0,0,0,,0,0,3,10
133,150,9,472,0.84,0.13,205,22,54,0.41,21,30,4,55,19,36,176,80,96,0.454,0.48,148,71,77,0.48,28,9,19,0.321,48,36,12,0.75,7,58,34,17
134,156,9,385,0.73,0.35,92,15,29,0.52,4,13,7,98,42,56,83,35,48,0.422,0.44,73,32,41,0.438,10,3,7,0.3,34,19,15,0.559,1,23,38,17
135,152,9,21,0.11,0.05,4,0,0,,0,0,0,1,0,1,4,2,2,0.5,0.5,3,2,1,0.667,1,0,1,0,4,0,4,0,0,2,1,10
