,team_name,team_ast,team_fg,team_id,player_id,player_name,MP,PTS,3P,AST,TO,FG,FT,FGA,STL,PF,FTA,TRB,ORB,DRB,BLK
167,Roosevelt,10,23,6,171,Grant_Gibson,23.7879,7.64,1.33,1.76,1.06,2.58,1.15,6.36,1.15,1.36,1.61,3.03,0.79,2.24,0.15
168,Roosevelt,10,23,6,172,Jake_Asquini,18.7273,6.09,1.79,1.06,0.97,2.09,0.12,4.97,0.58,1.36,0.15,1.97,0.24,1.73,0.03
169,Roosevelt,10,23,6,173,Jake_Ludwig,28.3125,17.16,1.22,5.44,2.53,5.41,5.13,11.09,1.34,2,5.84,3.88,0.75,3.13,0.06
170,Roosevelt,10,23,6,174,Jordan_Radcliff,7.75,2.5,0.33,0.67,0.58,1,0.17,2.5,0.58,1,0.25,0.83,0.08,0.75,0.17
171,Roosevelt,10,23,6,175,Joshua_Dillingham,19.8571,8.71,0,1.1,2,3.52,1.67,5.81,1.48,3.29,3.33,7.52,2.24,5.29,0.86
172,Roosevelt,10,23,6,176,Kevin_Day,13.7273,5.36,0.7,1.39,1.21,1.94,0.79,4.55,0.33,1,1.09,2.27,0.3,1.97,0.33
173,Roosevelt,10,23,6,177,Kyle_Bumbalough,23.3636,5.33,0.64,1.88,0.94,1.64,1.42,4.06,0.48,1.82,2.12,2.06,0.33,1.73,0.03
174,Roosevelt,10,23,6,178,Tariq_Archibald,3,2,0,0,1,1,0,1,1,0,1,0,0,0,0
175,Roosevelt,10,23,6,179,Tomas_Cutts,4,1.5,0.17,0.17,0.5,0.67,0,1.5,0,0.5,0,0.33,0.17,0.17,0.17
176,Wabash,9,26,8,180,Alex_Eberhard,27.5,9.69,0.69,1.19,1.92,3.19,2.62,7.54,0.58,2.5,3.12,4.88,1.27,3.62,0.62
177,Wabash,9,26,8,181,Ben_Stachowski,16.625,5.5,0.88,1,0.88,2,0.63,4.75,0.38,1,0.75,4.38,0.75,3.63,0
178,Wabash,9,26,8,182,Blake_Miller,1,0,0,0,0.5,0,0,0.5,0,1,0,0,0,0,0
179,Wabash,9,26,8,183,Colten_Garland,25,7.63,1.54,1.25,0.88,2.38,1.33,8.63,0.38,1.13,1.67,2.5,0.42,2.08,0.13
180,Wabash,9,26,8,184,Conner_Brens,12.0667,3.33,0,0.27,0.4,1.53,0.27,2.8,0,2.07,0.67,3.27,0.8,2.47,0.2
181,Wabash,9,26,8,185,Connor_Rotterman,30.9167,12,1.96,1.46,2.5,4,2.04,11.46,0.33,1.29,2.58,2.63,0.58,2.04,0.04
182,Wabash,9,26,8,186,Dalton_Vachon,10.75,1.06,0,0.06,0.5,0.44,0.19,1.13,0,1.13,0.56,1.88,0.75,1.13,0.25
183,Wabash,9,26,8,187,Duncan_Roy,5.3889,1.56,0.33,0.06,0.22,0.44,0.33,1.11,0.28,0.33,0.39,0.61,0.22,0.39,0
184,Wabash,9,26,8,188,Harrison_Hallstrom,24.3462,11.08,0,1.04,1.35,4.62,1.85,7.92,0.23,3,2.46,8.58,2.81,5.77,0.73
185,Wabash,9,26,8,189,Jack_Davidson,35.9231,18.19,2.23,3.19,2.73,4.58,6.81,11.08,0.62,1.65,8.35,4.73,0.42,4.31,0.04
186,Wabash,9,26,8,190,Logan_White,18.2083,3.79,0,0.58,0.83,1.67,0.46,3.63,0.33,1.79,1.08,5.5,1.96,3.54,0.42
187,Wabash,9,26,8,191,Matt_Chinn,2.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
188,Wabash,9,26,8,192,Max_Flinchum,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0
189,Wabash,9,26,8,193,Max_Kurkowski,4,0.86,0,0.14,0.29,0.29,0.29,0.71,0,0.71,0.57,0.71,0.57,0.14,0.29
190,Wabash,9,26,8,194,Parker_Manges,23.6842,5.58,1.05,0.84,1.11,2.16,0.21,5.74,0.53,1.95,0.37,3.21,0.63,2.58,0.21
191,Wabash,9,26,8,195,Rhett_Helt,9.6154,2,0.38,0.31,0.31,0.69,0.23,1.54,0.08,0.54,0.54,2.15,0.46,1.69,0.15
192,Wabash,9,26,8,196,Ronald_Ryan,4.3333,0.5,0,0.5,0.33,0,0.5,0.5,0,0.17,0.67,0.33,0,0.33,0
193,Wabash,9,26,8,197,Zach_Anderson,4.75,0,0,0.25,0,0,0,1.25,0.5,0,0,0,0,0,0
194,WheatonIL,18,33,5,198,Aston_Francis,34.6154,27.38,4.65,4.42,3.69,8.62,5.5,20.73,1.42,1.65,6.69,4.77,0.69,4.08,0.23
195,WheatonIL,18,33,5,199,Cade_Alioth,7.0455,1.5,0,0.41,0.09,0.64,0.23,0.86,0.23,1.36,0.5,1.77,0.64,1.14,0.09
196,WheatonIL,18,33,5,200,Gavin_Hawkins,3.3333,1.67,0.33,0,0,0.67,0,1.67,0,0,0,0.33,0.33,0,0
197,WheatonIL,18,33,5,201,Jack_Bennett,3.6667,1.33,0,0.67,0.33,0.67,0,1,0,0.33,0,1,0.67,0.33,0
198,WheatonIL,18,33,5,202,Jay_Spencer,19.5385,5.62,0.58,0.85,0.73,1.88,1.27,4.5,0.23,3.27,1.73,4.31,1.19,3.12,1.31
199,WheatonIL,18,33,5,203,Kobe_Eichelberger,23.8462,12.31,0.81,1.35,1.35,4.42,2.65,8.12,0.62,2.62,4.38,6.42,1.81,4.62,0.23
200,WheatonIL,18,33,5,204,Luke_Peters,31.5769,6.31,0.12,4.38,2.12,2.35,1.5,4.92,1.15,2.73,3.42,4.96,1.42,3.54,0.62
201,WheatonIL,18,33,5,205,Mark_Champion,2.4444,1.56,0.22,0.22,0.11,0.67,0,2.22,0,0.22,0,0.56,0.11,0.44,0
202,WheatonIL,18,33,5,206,Reagan_Jones,3.75,1.13,0.13,0.13,0.13,0.5,0,1.13,0.25,0.25,0.13,1,0.25,0.75,0
203,WheatonIL,18,33,5,207,Ricky_Samuelson,32.2308,15.65,2.27,0.92,1.04,5.46,2.46,10.31,0.73,1.15,2.77,3.77,1.08,2.69,0.04
204,WheatonIL,18,33,5,208,Spencer_Peterson,14.4583,4.96,0.46,0.42,0.88,1.75,1,3.92,0.21,2.63,1.46,2.79,1.08,1.71,0.25
205,WheatonIL,18,33,5,209,Trevor_Gunter,17.7917,4.67,0,0.58,0.75,1.88,0.92,3.04,0.29,1.88,1.33,3.08,1.08,2,0.83
206,WheatonIL,18,33,5,210,Tyrel_Derrick,4.5,1.29,0.14,0.36,0.43,0.36,0.43,0.5,0.29,0.36,0.71,0.86,0.07,0.79,0.14
207,WheatonIL,18,33,5,211,Zack_Kvam,16.9231,2.58,0.42,2.42,1.23,0.85,0.46,1.92,0.27,1.5,0.65,1.27,0.23,1.04,0.15
208,WheatonIL,18,33,5,212,Zac_Holman,5.3636,1.09,0.27,0.45,0.36,0.27,0.27,1,0.09,0.55,0.36,0.82,0.27,0.55,0.09
209,Kalamazoo,8,20,16,213,Alex_Dykema,8,1,0,0,0,0.5,0,0.5,0,0.5,0,2,0,2,0
210,Kalamazoo,8,20,16,214,Andrew_Sheckell,9.56,1.92,0.44,0.12,0.96,0.64,0.2,1.6,0.24,1.76,0.32,1.24,0.28,0.96,0.08
211,Kalamazoo,8,20,16,215,Ben_Reiter,25.36,10.8,1.68,1.44,1.76,3.52,2.08,8.36,1.32,2.4,2.8,4.52,0.44,4.08,0.12
212,Kalamazoo,8,20,16,216,Brennen_Buszka,11.8636,1.77,0,1.09,1.18,0.45,0.86,1.14,0.36,0.82,1.23,2.09,0.86,1.23,0.14
213,Kalamazoo,8,20,16,217,Charlie_Carson,5.7059,1.76,0.24,0.53,0.47,0.59,0.35,1.82,0.24,0.41,0.35,0.47,0,0.47,0.06
214,Kalamazoo,8,20,16,218,Dan_Black,2.7692,0.15,0,0.15,0.38,0.08,0,0.38,0,0.23,0,0.54,0.08,0.46,0
215,Kalamazoo,8,20,16,219,Jack_Smith,22,5.96,0.88,1.56,1.68,2.16,0.76,5.12,0.36,1.8,1.04,1.64,0.36,1.28,0.12
216,Kalamazoo,8,20,16,220,Jarnard_Smith,11.0625,4.19,0.38,0.75,1.69,1.56,0.69,4.44,0.38,1.25,1.13,0.88,0.13,0.75,0
217,Kalamazoo,8,20,16,221,Jeremiah_Vincent,26.0769,9.08,0.62,1.38,1.62,3.46,1.54,8.31,0.23,1.15,2.38,4.23,0.92,3.31,0.46
218,Kalamazoo,8,20,16,222,Jimmy_Paprocki,27.52,12.64,0,0.92,2.6,4.88,2.88,7.4,0.6,3.12,4.76,4.8,1.64,3.16,0.72
219,Kalamazoo,8,20,16,223,Jordan_Currie,13.625,1.88,0.25,0.63,1.06,0.63,0.38,1.44,0.13,0.75,0.5,1.88,0.25,1.63,0.25
220,Kalamazoo,8,20,16,224,KaLeif_Gaines,10.3333,3.17,0.33,0.58,1.67,0.83,1.17,3.08,0.58,1.08,1.42,1.25,0.08,1.17,0
221,Kalamazoo,8,20,16,225,Merritt_Hamann,10.4348,2.7,0.04,0.39,0.96,1.22,0.22,2.39,0.17,1.7,0.3,2.04,0.52,1.52,0.17
222,Kalamazoo,8,20,16,226,Owen_Jozefowicz,2.1667,0.67,0,0,0.17,0.17,0.33,0.33,0,0,0.83,0.33,0.17,0.17,0.17
223,Kalamazoo,8,20,16,227,Roger_Hood,20.92,7.6,0.64,0.88,2.6,2.52,1.92,6,0.64,2.36,2.68,3.8,0.96,2.84,0.32
224,Kalamazoo,8,20,16,228,Tanner_Blyly,30.2,9.52,0.96,3.2,2.52,3.68,1.2,9.36,1.44,2.88,1.88,4.2,0.64,3.56,0
225,Kalamazoo,8,20,16,229,Thomas_Cook,5.5625,1.19,0.13,0.06,0.44,0.44,0.19,1.38,0,1.06,0.69,0.94,0.38,0.56,0.13
226,NorthPark,13,26,18,230,Aaron_Reed,15.0385,3.04,0.35,0.85,1,1.12,0.46,2.54,0.62,1.46,0.73,2,0.5,1.5,0.31
227,NorthPark,13,26,18,231,Antonio_Gardner,7.9,2.6,0.55,0.45,0.4,0.9,0.25,2.4,0.1,0.85,0.45,0.55,0.2,0.35,0
228,NorthPark,13,26,18,232,Billy_Kirby,29.0385,11.04,1.12,2.04,1.73,4,1.92,9.04,0.5,1.54,2.62,3.58,0.77,2.81,0.12
229,NorthPark,13,26,18,233,Cardell_Simmons,5.5,1.25,0,0,0.75,0,1.25,2,0.25,0.5,1.25,1.75,0.5,1.25,0
230,NorthPark,13,26,18,234,Colin_Lake,34.5,19.96,3,2.08,2,6.62,3.73,16.88,1.27,1.77,4.54,3.31,0.73,2.58,0
231,NorthPark,13,26,18,235,Dyron_Woods,9.55,3.85,0,0.4,0.8,1.8,0.25,4.15,0.4,1.4,0.4,1.55,0.6,0.95,0.05
232,NorthPark,13,26,18,236,Isaiah_Webster,4,0.89,0,0.56,0,0.44,0,1,0.11,0.44,0,0.11,0.11,0,0
233,NorthPark,13,26,18,237,Jack_Gurvey,21.24,3.16,0.8,2.16,1.28,1.08,0.2,3.24,0.8,1.24,0.24,2.24,0.64,1.6,0.08
234,NorthPark,13,26,18,238,Jarrod_Coleman,5.9091,0.55,0.09,0.09,0.18,0.18,0.09,0.91,0.09,0.64,0.27,1.73,0.09,1.64,0.27
235,NorthPark,13,26,18,239,Jason_Hines,10.3478,3.65,0.65,0.26,0.83,1.3,0.39,3.17,0.22,1.61,0.78,1.57,0.35,1.22,0.13
236,NorthPark,13,26,18,240,Jelani_Sankey,6.5,1,0,0,0.5,0.5,0,1.5,0,0.25,0,0.75,0,0.75,0
237,NorthPark,13,26,18,241,Jonathon_Mcdonald,6,0,0,0,0,0,0,3,0,0,0,2,0,2,0
238,NorthPark,13,26,18,242,Josh_Washburn,14,3.75,0.5,0.5,1,1.25,0.75,3.38,1.25,1.25,1,0.75,0,0.75,0
239,NorthPark,13,26,18,243,Khalen_Davis,4,2.33,0.33,0,1,0.67,0.67,2,0,1.67,0.67,0,0,0,0
240,NorthPark,13,26,18,244,Matt_Mohr,19.3846,3.23,0.15,1.46,0.69,1.38,0.31,4,0.54,2.38,0.38,5.46,1.38,4.08,1
241,NorthPark,13,26,18,245,Matt_Szuba,26.24,7.96,1.88,2.28,1.68,2.64,0.8,6.36,0.4,1.96,0.92,4.72,0.8,3.92,0.52
242,NorthPark,13,26,18,246,Quinn_Williams,6.5,1.4,0.2,0.5,1,0.5,0.2,2.1,0.2,0.8,0.7,0.5,0.1,0.4,0
243,NorthPark,13,26,18,247,Raysean_Jones,4,0.5,0,0,0.5,0,0.5,1.5,0,2,1,1,0.5,0.5,0
244,NorthPark,13,26,18,248,Scott_Olsen,9.5909,1.59,0.41,0.23,0.23,0.59,0,2,0.05,0.77,0.09,1.05,0.18,0.86,0.14
245,NorthPark,13,26,18,249,Toby_Marek,11.75,2.75,0.31,0.81,0.63,0.94,0.56,2.94,0.44,1.31,0.81,0.81,0.56,0.25,0.06
246,NorthPark,13,26,18,250,Vegard_Tangen,15.913,3.7,0.57,0.52,0.74,1.43,0.26,3.35,0.26,1.57,0.57,2.35,0.65,1.7,0.04
247,UWPlatteville,25,35,14,251,Alex_Ranney,15.5517,4.45,0.66,0.93,1.07,1.59,0.62,3.28,0.59,1.28,0.9,2.07,0.45,1.62,0.03
248,UWPlatteville,25,35,14,252,Carter_Voelker,28.8966,10.21,1.45,2.21,1.21,3.41,1.93,7.41,1.1,2.14,2.48,3.69,0.76,2.93,0.14
249,UWPlatteville,25,35,14,253,Clay_Gerds,25.3793,7.9,0.31,1.03,1.1,3.31,0.97,5.83,0.38,2.14,1.38,5.97,1.69,4.28,1.14
250,UWPlatteville,25,35,14,254,Cole_Hake,2.2,0.5,0.1,0.1,0.2,0.1,0.2,0.6,0.1,0.6,0.2,0.4,0.1,0.3,0
251,UWPlatteville,25,35,14,255,Colin_Connelly,7.3333,2.29,0.38,0.62,0.43,0.71,0.48,1.81,0.24,0.62,0.62,1.33,0.29,1.05,0.1
252,UWPlatteville,25,35,14,256,Colin_Kramper,4.3333,0.6,0.07,0.13,0.27,0.27,0,0.67,0.27,0.47,0.07,0.6,0.07,0.53,0
253,UWPlatteville,25,35,14,257,Dan_Lowe,6.381,1.81,0.1,0.24,0.67,0.67,0.38,1.62,0.19,1.19,0.57,1.38,0.33,1.05,0.14
254,UWPlatteville,25,35,14,258,Drew_Gunnink,3.3077,0.38,0.08,0.15,0.08,0.08,0.15,0.85,0.08,0.38,0.15,0.46,0.08,0.38,0
255,UWPlatteville,25,35,14,259,Grayson_Knowlton,2,0.64,0.09,0.09,0.09,0.18,0.18,0.55,0.18,0.27,0.18,0.36,0.09,0.27,0
256,UWPlatteville,25,35,14,260,Harold_Fay,3.5333,1.67,0.2,0.27,0.4,0.6,0.27,1.4,0.07,0.27,0.33,0.47,0.07,0.4,0
257,UWPlatteville,25,35,14,261,Jake_Showalter,21.4643,6.64,0.93,1.29,1.04,2.21,1.29,4.75,0.64,2.43,1.57,2.39,0.71,1.68,0.18
258,UWPlatteville,25,35,14,262,Justin_Jarvensivu,2.7273,0.27,0,0.27,0.36,0.09,0.09,0.09,0.18,0.36,0.18,0.64,0.36,0.27,0
259,UWPlatteville,25,35,14,263,Justin_Stovall,8.3158,3.16,0.32,0.42,0.79,0.95,0.95,1.84,0.16,1.95,1.26,1.74,0.26,1.47,0.21
260,UWPlatteville,25,35,14,265,Nathan_Cokenour,2.5455,0.55,0,0.18,0.18,0.27,0,0.36,0,0.18,0.18,0.55,0.27,0.27,0.27
261,UWPlatteville,25,35,14,266,Quentin_Shields,20.5517,10.17,0.86,1.66,1.52,3.1,3.1,6.62,0.97,2.03,4,3.24,0.41,2.83,0.1
262,UWPlatteville,25,35,14,267,Robert_Duax,27,15.79,1.24,2.17,1.79,5.86,2.83,11.31,1.28,2.17,3.62,4.55,0.72,3.83,0.34
263,UWPlatteville,25,35,14,268,Tanner_Hudziak,2.2857,2.07,0.29,0.29,0.36,0.86,0.07,1,0,0.14,0.07,0.29,0,0.29,0
264,OlivetCollege,18,37,15,269,Aaron_Washington,8.52,3.84,1.08,0.32,0.56,1.32,0.12,4,0.4,0.4,0.28,0.52,0.16,0.36,0
265,OlivetCollege,18,37,15,270,Angus_Bennett,10.9643,2.32,0,0.32,0.32,1,0.32,2,0.43,2.21,0.5,2.5,1.21,1.29,0.14
266,OlivetCollege,18,37,15,271,Blake_Siersma,13.0357,2.89,0,0.21,0.64,1.07,0.75,1.71,0.36,2.54,1.21,2.93,1.46,1.46,0.39
267,OlivetCollege,18,37,15,272,Brent_Davis,4.1429,0.29,0,0.14,0.14,0.14,0,1,0.29,0.29,0,0.71,0.14,0.57,0
268,OlivetCollege,18,37,15,273,Chase_Brocker,15.1071,5.64,0.79,0.54,0.61,1.79,1.29,4.36,0.39,1.04,1.46,1.64,0.43,1.21,0.29
269,OlivetCollege,18,37,15,274,Delbert_Redfield,3.2941,0.71,0.24,0.35,0.59,0.24,0,1.41,0.06,0.18,0,0.41,0,0.41,0
270,OlivetCollege,18,37,15,275,Diangelo_Carlton,13.625,3.08,0.04,0.75,0.83,1.25,0.54,2.83,0.83,1.92,0.83,1.83,0.71,1.13,0.04
271,OlivetCollege,18,37,15,276,Eldridge_Mason,25.6071,11.29,1.71,0.71,1.11,3.89,1.79,9.46,0.93,1.93,2.46,3.82,1,2.82,0.18
272,OlivetCollege,18,37,15,277,Griffin_Lewis,6.7368,0.79,0.05,0.32,0.21,0.26,0.21,0.74,0.37,1.37,0.37,1.53,0.53,1,0.05
273,OlivetCollege,18,37,15,278,Jalen_Adams,34.2069,24.93,0.76,1.34,2.59,9.45,5.28,19.14,1.76,2.38,6.76,10.24,3.14,7.1,0.48
274,OlivetCollege,18,37,15,279,John_Mcadoo,24.1111,3.74,0.67,1.19,0.52,1.11,0.85,3.81,1.07,2.63,1.11,3.37,1,2.37,0.04
275,OlivetCollege,18,37,15,280,Kylen_Brown,4,0,0,0.6,1.4,0,0,0.4,0.2,0.4,0,0.4,0,0.4,0
276,OlivetCollege,18,37,15,281,Mike_Williams,7.625,0.75,0,0.25,1.25,0.25,0.25,1.63,0.38,1.5,0.25,2,1.25,0.75,0.13
277,OlivetCollege,18,37,15,282,Quintin_Way,4.2778,0.61,0.11,0.11,0.28,0.22,0.06,0.67,0.11,0.5,0.11,0.39,0.17,0.22,0
278,OlivetCollege,18,37,15,283,Sirafino_Davis,13.9565,2.17,0,0.22,0.74,0.78,0.61,1.83,0.39,2.52,0.87,3.09,1.57,1.52,1.13
279,Rose-Hulman,13,22,17,284,Charlie_Aimone,25,11.81,1.67,1.56,1.3,4.15,1.85,9,0.48,1.07,2.41,3.26,0.56,2.7,0.15
280,Rose-Hulman,13,22,17,285,David_Saadatnezhadi,2.6667,0.67,0,0,0,0.33,0,2,0.33,0,0,1,0.33,0.67,0
281,Rose-Hulman,13,22,17,286,Eli_Combs,13.2692,4.46,0.27,0.31,1,1.85,0.5,3.5,0.12,0.92,1,2.31,0.81,1.5,0.19
282,Rose-Hulman,13,22,17,287,Jacob_Back,7.1667,0.71,0,0.33,0.67,0.29,0.13,1.08,0.33,1.25,0.58,0.96,0.46,0.5,0.25
283,Rose-Hulman,13,22,17,288,John_Czarnecki,24.6296,10.33,0.22,0.81,1.19,3.96,2.19,6.52,0.22,1.85,3.04,4.89,1.37,3.52,1.07
284,Rose-Hulman,13,22,17,289,Joshua_Richey,2.3333,0.33,0,0.17,0,0.17,0,0.67,0,0.17,0,0.5,0.33,0.17,0
285,Rose-Hulman,13,22,17,290,JT_Whitaker,4.9091,1.32,0,0.14,0.23,0.5,0.32,0.77,0.09,0.77,0.68,0.68,0.32,0.36,0.18
286,Rose-Hulman,13,22,17,291,Kyle_Steckel,9.64,1.56,0.24,1.12,0.68,0.48,0.36,1.04,0.12,0.6,0.4,0.6,0,0.6,0
287,Rose-Hulman,13,22,17,292,Luke_Callahan,15.7273,8.64,0.09,0.36,1.45,3.36,1.82,5.27,0.64,1.55,2.73,4.36,1.45,2.91,0.73
288,Rose-Hulman,13,22,17,293,Michael_Lake,12.6154,2.92,0.35,0.81,0.77,0.85,0.88,1.77,0.27,1.04,1.04,1.35,0.31,1.04,0.08
289,Rose-Hulman,13,22,17,294,Nick_McGrail,20.1852,6.11,0.96,0.67,0.7,2.22,0.7,4.7,0.41,2.22,0.93,4.11,1.37,2.74,0.04
290,Rose-Hulman,13,22,17,295,Ryuji_Aoki,15.2963,9.74,1.81,0.85,1.41,3.04,1.85,7.3,0.26,1.26,1.93,1.33,0.15,1.19,0.04
291,Rose-Hulman,13,22,17,296,Stephen_Schueth,24.4444,5.67,1.04,2.11,0.93,1.74,1.15,4.78,0.56,1.93,1.44,2.7,0.67,2.04,0.07
292,Rose-Hulman,13,22,17,297,Taylor_Heil,3.5,1,0,0.25,0.25,0.25,0.5,0.75,0,0.25,0.5,1.5,0.5,1,0
293,Rose-Hulman,13,22,17,298,Trey_Sykes,3.9,1.65,0,0.35,0.2,0.55,0.55,1.1,0.05,0.7,0.95,0.7,0.2,0.5,0.1
294,GustavusAdolphus,19,27,19,299,Austin_Goetz,26.7083,2.5,0.17,2.42,1.04,0.92,0.5,2.79,0.88,1.29,0.75,2.42,0.92,1.5,0.08
295,GustavusAdolphus,19,27,19,300,Brandon_Snoberger,12.9474,4.84,0.16,0.84,0.79,2.05,0.58,3.84,0.47,1.58,1.16,2.05,0.95,1.11,0.11
296,GustavusAdolphus,19,27,19,301,Charlie_Krambeer,11.0526,2.26,0.63,0.47,0.58,0.79,0.05,1.84,0.58,0.95,0.11,1.63,0.37,1.26,0
297,GustavusAdolphus,19,27,19,302,CJ_Woda,9.2381,2.48,0.1,0.43,0.48,1,0.38,2.81,0.43,1.1,0.86,1.67,0.52,1.14,0.1
298,GustavusAdolphus,19,27,19,303,Jason_Faul,26.0833,10.13,0.08,2,1.13,4.5,1.04,7.88,0.96,2.79,1.29,5.08,1.79,3.29,0.17
299,GustavusAdolphus,19,27,19,304,Kelsey_Thomas,23.087,11.39,0.87,3.04,2.52,4.48,1.57,8.13,1.17,2.57,1.96,5.78,1,4.78,0.43
300,GustavusAdolphus,19,27,19,305,Leif_Engen,1.6667,0,0,0,0,0,0,0.33,0,0.33,0,0.33,0,0.33,0
301,GustavusAdolphus,19,27,19,306,Peter_Lundquist,6.1538,3,0.31,0.38,0.08,1.08,0.54,2.23,0.08,0.54,0.69,1.69,0.54,1.15,0.08
302,GustavusAdolphus,19,27,19,307,Riley_Sharbono,30.0417,14.21,1.46,1.04,1.83,4.63,3.5,10.21,0.5,1.38,4.33,4.67,0.67,4,0.29
303,GustavusAdolphus,19,27,19,308,Sam_DuBois,8.5294,1.24,0.12,0.76,0.47,0.53,0.06,1.12,0.06,0.59,0.24,0.65,0.12,0.53,0
304,GustavusAdolphus,19,27,19,309,Schuyler_Thompson,9.3125,2.31,0.06,0.56,0.75,1.06,0.13,2.69,0.06,1,0.31,1.56,0.31,1.25,0.06
305,GustavusAdolphus,19,27,19,310,Spencer_Tollefson,16.625,4.13,0.5,1.29,1.04,1.42,0.79,3.63,0.58,1.17,1.38,2,0.29,1.71,0.04
306,GustavusAdolphus,19,27,19,311,Vannis_Smith,21.4583,8.42,0.92,1.33,1.71,3.38,0.75,8.58,0.58,1.96,0.92,2.17,0.67,1.5,0.21
307,GustavusAdolphus,19,27,19,312,Zach_Bloemker,15.8095,6.05,1.19,1.33,1.76,2.05,0.76,5.33,0.33,1.24,1.19,1,0.24,0.76,0
308,IllinoisTech,11.47368421,24.31578947,20,313,Anthony_Mosley,35.2,14.93,0.47,4.27,2.93,5.6,3.27,12.67,1.8,2.13,4.6,3.2,0.53,2.67,0.53
309,IllinoisTech,11.47368421,24.31578947,20,314,Brett_Ott,3.9,0.7,0.2,0.5,0.3,0.2,0.1,1.2,0.2,0.5,0.2,0.4,0.3,0.1,0.1
310,IllinoisTech,11.47368421,24.31578947,20,315,Brinden_Carlson,2.2,0,0,0.2,0,0,0,1.2,0,0,0,0,0,0,0
311,IllinoisTech,11.47368421,24.31578947,20,316,Calvin_Schmitz,10.1111,2.11,0.28,0.39,0.56,0.83,0.17,2.61,0.22,0.72,0.28,0.94,0.39,0.56,0.06
312,IllinoisTech,11.47368421,24.31578947,20,317,Capriest_Gardner,15.4706,3.47,0.06,0.53,0.71,1.47,0.47,4,0.82,1.94,0.76,2.82,0.94,1.88,0.18
313,IllinoisTech,11.47368421,24.31578947,20,318,Jake_Digiorgio,33.8421,13.11,0.05,0.63,2.26,5.32,2.42,11.42,1.42,2,4.05,10.95,4.84,6.11,0.63
314,IllinoisTech,11.47368421,24.31578947,20,319,Jake_Bruns,18.4737,6.58,1.74,1.21,1.32,2.21,0.42,4.95,0.58,1.42,0.47,1.53,0.26,1.26,0
315,IllinoisTech,11.47368421,24.31578947,20,320,Jason_Morris,3,0,0,0.25,0.5,0,0,0.5,0,0,0,0.25,0,0.25,0
316,IllinoisTech,11.47368421,24.31578947,20,321,Kohl_Linder,9.1053,1,0,0.21,0.47,0.37,0.26,0.89,0.11,2,0.37,1.58,0.74,0.84,0.21
317,IllinoisTech,11.47368421,24.31578947,20,322,Malik_Howze,33.25,14.69,1.88,3.19,2.69,4.13,4.56,12,0.69,1.81,5.44,4.13,0.5,3.63,0.13
318,IllinoisTech,11.47368421,24.31578947,20,323,Max_Hisatake,26.8947,11.47,0,1.21,2.84,4.37,2.74,8.53,0.95,3.79,5.05,9.95,3.42,6.53,2
319,IllinoisTech,11.47368421,24.31578947,20,324,Parker_Joncus,28.4211,5.95,1.32,1.16,0.74,1.95,0.74,4.89,0.74,0.89,1.11,2.68,0.53,2.16,0.11
320,IllinoisTech,11.47368421,24.31578947,20,325,Quentin_Forberg,5.5,0.83,0.08,0.08,0.17,0.25,0.25,0.83,0.25,0.67,0.33,0.58,0.08,0.5,0
