Game_ID,Session_ID,LineUp_ID,Player_Name,Pts,OffReb,DefReb,TtlReb,FGA,FGM,FGm,Two_FGA,Two_FGM,Two_FGm,Three_FGA,Three_FGM,Three_FGm,Ast,Stl,FTA,FTM,FTm
3,1,1,Jake Digiorgio,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
3,1,1,Max Hisatake,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1
3,1,1,Jake Bruns,0,0,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
3,1,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,Capriest Gardner,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,Jake Digiorgio,2,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
3,1,2,Jake Bruns,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
3,1,2,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,3,Malik Howze,2,0,1,1,2,1,1,2,1,1,0,0,0,2,0,0,0,0
3,1,3,Capriest Gardner,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,Jake Digiorgio,4,1,1,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0
3,1,3,Jake Bruns,3,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
3,1,3,Parker Joncus,2,0,0,0,2,1,1,1,1,0,1,0,1,0,0,0,0,0
3,1,4,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4,Malik Howze,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3,1,4,Capriest Gardner,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
3,1,4,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,Malik Howze,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
3,1,5,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6,Jake Bruns,3,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0
3,1,6,Jake Digiorgio,0,1,1,2,3,0,3,3,0,3,0,0,0,0,0,0,0,0
3,1,6,Calvin Schmitz,3,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
3,1,6,Malik Howze,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
3,1,6,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,7,Capriest Gardner,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,7,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,7,Jake Digiorgio,4,1,1,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0
3,1,7,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,7,Malik Howze,5,0,1,1,3,2,1,3,2,1,0,0,0,1,0,1,1,0
3,2,1,Malik Howze,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,1,1
3,2,1,Jake Digiorgio,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
3,2,1,Max Hisatake,8,1,2,3,4,4,0,4,4,0,0,0,0,0,0,0,0,0
3,2,1,Jake Bruns,5,0,0,0,4,2,2,2,1,1,2,1,1,1,0,0,0,0
3,2,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2,2,Calvin Schmitz,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
3,2,2,Capriest Gardner,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
3,2,2,Malik Howze,0,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
3,2,2,Max Hisatake,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1
3,2,2,Parker Joncus,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3,2,3,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,Capriest Gardner,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
3,2,3,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,4,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,4,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,4,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,2,4,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,4,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,Malik Howze,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,Parker Joncus,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3,2,6,Max Hisatake,5,0,4,4,4,2,2,4,2,2,0,0,0,0,2,2,1,1
3,2,6,Malik Howze,4,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,2,0
3,2,6,Jake Digiorgio,6,1,1,2,5,3,2,4,3,1,1,0,1,0,0,0,0,0
3,2,6,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,6,Parker Joncus,0,0,1,1,2,0,2,1,0,1,1,0,1,1,0,0,0,0
3,2,7,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,7,Jake Bruns,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
3,2,7,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,7,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,7,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
