team_id,team_name,player_id,player_name,PTS,3P,AST,TO,FG,FT,FGA,STL,PF,FTA,TRB,ORB,DRB,BLK
6,Roosevelt,170,Chandler_Fuzak,6.3,0.8,0.47,1.27,2.47,0.57,4.17,0.43,2.23,0.77,2.47,0.37,2.1,0.63
6,Roosevelt,171,Grant_Gibson,7.64,1.33,1.76,1.06,2.58,1.15,6.36,1.15,1.36,1.61,3.03,0.79,2.24,0.15
6,Roosevelt,172,Jake_Asquini,6.09,1.79,1.06,0.97,2.09,0.12,4.97,0.58,1.36,0.15,1.97,0.24,1.73,0.03
6,Roosevelt,173,Jake_Ludwig,17.16,1.22,5.44,2.53,5.41,5.13,11.09,1.34,2,5.84,3.88,0.75,3.13,0.06
6,Roosevelt,174,Jordan_Radcliff,2.5,0.33,0.67,0.58,1,0.17,2.5,0.58,1,0.25,0.83,0.08,0.75,0.17
6,Roosevelt,175,Joshua_Dillingham,8.71,0,1.1,2,3.52,1.67,5.81,1.48,3.29,3.33,7.52,2.24,5.29,0.86
6,Roosevelt,176,Kevin_Day,5.36,0.7,1.39,1.21,1.94,0.79,4.55,0.33,1,1.09,2.27,0.3,1.97,0.33
6,Roosevelt,177,Kyle_Bumbalough,5.33,0.64,1.88,0.94,1.64,1.42,4.06,0.48,1.82,2.12,2.06,0.33,1.73,0.03
6,Roosevelt,178,Tariq_Archibald,2,0,0,1,1,0,1,1,0,1,0,0,0,0
6,Roosevelt,179,Tomas_Cutts,1.5,0.17,0.17,0.5,0.67,0,1.5,0,0.5,0,0.33,0.17,0.17,0.17
8,Wabash,180,Alex_Eberhard,9.69,0.69,1.19,1.92,3.19,2.62,7.54,0.58,2.5,3.12,4.88,1.27,3.62,0.62
8,Wabash,181,Ben_Stachowski,5.5,0.88,1,0.88,2,0.63,4.75,0.38,1,0.75,4.38,0.75,3.63,0
8,Wabash,182,Blake_Miller,0,0,0,0.5,0,0,0.5,0,1,0,0,0,0,0
8,Wabash,183,Colten_Garland,7.63,1.54,1.25,0.88,2.38,1.33,8.63,0.38,1.13,1.67,2.5,0.42,2.08,0.13
8,Wabash,184,Conner_Brens,3.33,0,0.27,0.4,1.53,0.27,2.8,0,2.07,0.67,3.27,0.8,2.47,0.2
8,Wabash,185,Connor_Rotterman,12,1.96,1.46,2.5,4,2.04,11.46,0.33,1.29,2.58,2.63,0.58,2.04,0.04
8,Wabash,186,Dalton_Vachon,1.06,0,0.06,0.5,0.44,0.19,1.13,0,1.13,0.56,1.88,0.75,1.13,0.25
8,Wabash,187,Duncan_Roy,1.56,0.33,0.06,0.22,0.44,0.33,1.11,0.28,0.33,0.39,0.61,0.22,0.39,0
8,Wabash,188,Harrison_Hallstrom,11.08,0,1.04,1.35,4.62,1.85,7.92,0.23,3,2.46,8.58,2.81,5.77,0.73
8,Wabash,189,Jack_Davidson,18.19,2.23,3.19,2.73,4.58,6.81,11.08,0.62,1.65,8.35,4.73,0.42,4.31,0.04
8,Wabash,190,Logan_White,3.79,0,0.58,0.83,1.67,0.46,3.63,0.33,1.79,1.08,5.5,1.96,3.54,0.42
8,Wabash,191,Matt_Chinn,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
8,Wabash,192,Max_Flinchum,3,1,0,0,1,0,1,0,0,0,0,0,0,0
8,Wabash,193,Max_Kurkowski,0.86,0,0.14,0.29,0.29,0.29,0.71,0,0.71,0.57,0.71,0.57,0.14,0.29
8,Wabash,194,Parker_Manges,5.58,1.05,0.84,1.11,2.16,0.21,5.74,0.53,1.95,0.37,3.21,0.63,2.58,0.21
8,Wabash,195,Rhett_Helt,2,0.38,0.31,0.31,0.69,0.23,1.54,0.08,0.54,0.54,2.15,0.46,1.69,0.15
8,Wabash,196,Ronald_Ryan,0.5,0,0.5,0.33,0,0.5,0.5,0,0.17,0.67,0.33,0,0.33,0
8,Wabash,197,Zach_Anderson,0,0,0.25,0,0,0,1.25,0.5,0,0,0,0,0,0
5,WheatonIL,198,Aston_Francis,27.38,4.65,4.42,3.69,8.62,5.5,20.73,1.42,1.65,6.69,4.77,0.69,4.08,0.23
5,WheatonIL,199,Cade_Alioth,1.5,0,0.41,0.09,0.64,0.23,0.86,0.23,1.36,0.5,1.77,0.64,1.14,0.09
5,WheatonIL,200,Gavin_Hawkins,1.67,0.33,0,0,0.67,0,1.67,0,0,0,0.33,0.33,0,0
5,WheatonIL,201,Jack_Bennett,1.33,0,0.67,0.33,0.67,0,1,0,0.33,0,1,0.67,0.33,0
5,WheatonIL,202,Jay_Spencer,5.62,0.58,0.85,0.73,1.88,1.27,4.5,0.23,3.27,1.73,4.31,1.19,3.12,1.31
5,WheatonIL,203,Kobe_Eichelberger,12.31,0.81,1.35,1.35,4.42,2.65,8.12,0.62,2.62,4.38,6.42,1.81,4.62,0.23
5,WheatonIL,204,Luke_Peters,6.31,0.12,4.38,2.12,2.35,1.5,4.92,1.15,2.73,3.42,4.96,1.42,3.54,0.62
5,WheatonIL,205,Mark_Champion,1.56,0.22,0.22,0.11,0.67,0,2.22,0,0.22,0,0.56,0.11,0.44,0
5,WheatonIL,206,Reagan_Jones,1.13,0.13,0.13,0.13,0.5,0,1.13,0.25,0.25,0.13,1,0.25,0.75,0
5,WheatonIL,207,Ricky_Samuelson,15.65,2.27,0.92,1.04,5.46,2.46,10.31,0.73,1.15,2.77,3.77,1.08,2.69,0.04
5,WheatonIL,208,Spencer_Peterson,4.96,0.46,0.42,0.88,1.75,1,3.92,0.21,2.63,1.46,2.79,1.08,1.71,0.25
5,WheatonIL,209,Trevor_Gunter,4.67,0,0.58,0.75,1.88,0.92,3.04,0.29,1.88,1.33,3.08,1.08,2,0.83
5,WheatonIL,210,Tyrel_Derrick,1.29,0.14,0.36,0.43,0.36,0.43,0.5,0.29,0.36,0.71,0.86,0.07,0.79,0.14
5,WheatonIL,211,Zack_Kvam,2.58,0.42,2.42,1.23,0.85,0.46,1.92,0.27,1.5,0.65,1.27,0.23,1.04,0.15
5,WheatonIL,212,Zac_Holman,1.09,0.27,0.45,0.36,0.27,0.27,1,0.09,0.55,0.36,0.82,0.27,0.55,0.09
16,Kalamazoo,213,Alex_Dykema,1,0,0,0,0.5,0,0.5,0,0.5,0,2,0,2,0
16,Kalamazoo,214,Andrew_Sheckell,1.92,0.44,0.12,0.96,0.64,0.2,1.6,0.24,1.76,0.32,1.24,0.28,0.96,0.08
16,Kalamazoo,215,Ben_Reiter,10.8,1.68,1.44,1.76,3.52,2.08,8.36,1.32,2.4,2.8,4.52,0.44,4.08,0.12
16,Kalamazoo,216,Brennen_Buszka,1.77,0,1.09,1.18,0.45,0.86,1.14,0.36,0.82,1.23,2.09,0.86,1.23,0.14
16,Kalamazoo,217,Charlie_Carson,1.76,0.24,0.53,0.47,0.59,0.35,1.82,0.24,0.41,0.35,0.47,0,0.47,0.06
16,Kalamazoo,218,Dan_Black,0.15,0,0.15,0.38,0.08,0,0.38,0,0.23,0,0.54,0.08,0.46,0
16,Kalamazoo,219,Jack_Smith,5.96,0.88,1.56,1.68,2.16,0.76,5.12,0.36,1.8,1.04,1.64,0.36,1.28,0.12
16,Kalamazoo,220,Jarnard_Smith,4.19,0.38,0.75,1.69,1.56,0.69,4.44,0.38,1.25,1.13,0.88,0.13,0.75,0
16,Kalamazoo,221,Jeremiah_Vincent,9.08,0.62,1.38,1.62,3.46,1.54,8.31,0.23,1.15,2.38,4.23,0.92,3.31,0.46
16,Kalamazoo,222,Jimmy_Paprocki,12.64,0,0.92,2.6,4.88,2.88,7.4,0.6,3.12,4.76,4.8,1.64,3.16,0.72
16,Kalamazoo,223,Jordan_Currie,1.88,0.25,0.63,1.06,0.63,0.38,1.44,0.13,0.75,0.5,1.88,0.25,1.63,0.25
16,Kalamazoo,224,KaLeif_Gaines,3.17,0.33,0.58,1.67,0.83,1.17,3.08,0.58,1.08,1.42,1.25,0.08,1.17,0
16,Kalamazoo,225,Merritt_Hamann,2.7,0.04,0.39,0.96,1.22,0.22,2.39,0.17,1.7,0.3,2.04,0.52,1.52,0.17
16,Kalamazoo,226,Owen_Jozefowicz,0.67,0,0,0.17,0.17,0.33,0.33,0,0,0.83,0.33,0.17,0.17,0.17
16,Kalamazoo,227,Roger_Hood,7.6,0.64,0.88,2.6,2.52,1.92,6,0.64,2.36,2.68,3.8,0.96,2.84,0.32
16,Kalamazoo,228,Tanner_Blyly,9.52,0.96,3.2,2.52,3.68,1.2,9.36,1.44,2.88,1.88,4.2,0.64,3.56,0
16,Kalamazoo,229,Thomas_Cook,1.19,0.13,0.06,0.44,0.44,0.19,1.38,0,1.06,0.69,0.94,0.38,0.56,0.13
18,NorthPark,230,Aaron_Reed,3.04,0.35,0.85,1,1.12,0.46,2.54,0.62,1.46,0.73,2,0.5,1.5,0.31
18,NorthPark,231,Antonio_Gardner,2.6,0.55,0.45,0.4,0.9,0.25,2.4,0.1,0.85,0.45,0.55,0.2,0.35,0
18,NorthPark,232,Billy_Kirby,11.04,1.12,2.04,1.73,4,1.92,9.04,0.5,1.54,2.62,3.58,0.77,2.81,0.12
18,NorthPark,233,Cardell_Simmons,1.25,0,0,0.75,0,1.25,2,0.25,0.5,1.25,1.75,0.5,1.25,0
18,NorthPark,234,Colin_Lake,19.96,3,2.08,2,6.62,3.73,16.88,1.27,1.77,4.54,3.31,0.73,2.58,0
18,NorthPark,235,Dyron_Woods,3.85,0,0.4,0.8,1.8,0.25,4.15,0.4,1.4,0.4,1.55,0.6,0.95,0.05
18,NorthPark,236,Isaiah_Webster,0.89,0,0.56,0,0.44,0,1,0.11,0.44,0,0.11,0.11,0,0
18,NorthPark,237,Jack_Gurvey,3.16,0.8,2.16,1.28,1.08,0.2,3.24,0.8,1.24,0.24,2.24,0.64,1.6,0.08
18,NorthPark,238,Jarrod_Coleman,0.55,0.09,0.09,0.18,0.18,0.09,0.91,0.09,0.64,0.27,1.73,0.09,1.64,0.27
18,NorthPark,239,Jason_Hines,3.65,0.65,0.26,0.83,1.3,0.39,3.17,0.22,1.61,0.78,1.57,0.35,1.22,0.13
18,NorthPark,240,Jelani_Sankey,1,0,0,0.5,0.5,0,1.5,0,0.25,0,0.75,0,0.75,0
18,NorthPark,241,Jonathon_Mcdonald,0,0,0,0,0,0,3,0,0,0,2,0,2,0
18,NorthPark,242,Josh_Washburn,3.75,0.5,0.5,1,1.25,0.75,3.38,1.25,1.25,1,0.75,0,0.75,0
18,NorthPark,243,Khalen_Davis,2.33,0.33,0,1,0.67,0.67,2,0,1.67,0.67,0,0,0,0
18,NorthPark,244,Matt_Mohr,3.23,0.15,1.46,0.69,1.38,0.31,4,0.54,2.38,0.38,5.46,1.38,4.08,1
18,NorthPark,245,Matt_Szuba,7.96,1.88,2.28,1.68,2.64,0.8,6.36,0.4,1.96,0.92,4.72,0.8,3.92,0.52
18,NorthPark,246,Quinn_Williams,1.4,0.2,0.5,1,0.5,0.2,2.1,0.2,0.8,0.7,0.5,0.1,0.4,0
18,NorthPark,247,Raysean_Jones,0.5,0,0,0.5,0,0.5,1.5,0,2,1,1,0.5,0.5,0
18,NorthPark,248,Scott_Olsen,1.59,0.41,0.23,0.23,0.59,0,2,0.05,0.77,0.09,1.05,0.18,0.86,0.14
18,NorthPark,249,Toby_Marek,2.75,0.31,0.81,0.63,0.94,0.56,2.94,0.44,1.31,0.81,0.81,0.56,0.25,0.06
18,NorthPark,250,Vegard_Tangen,3.7,0.57,0.52,0.74,1.43,0.26,3.35,0.26,1.57,0.57,2.35,0.65,1.7,0.04
14,UWPlatteville,251,Alex_Ranney,4.45,0.66,0.93,1.07,1.59,0.62,3.28,0.59,1.28,0.9,2.07,0.45,1.62,0.03
14,UWPlatteville,252,Carter_Voelker,10.21,1.45,2.21,1.21,3.41,1.93,7.41,1.1,2.14,2.48,3.69,0.76,2.93,0.14
14,UWPlatteville,253,Clay_Gerds,7.9,0.31,1.03,1.1,3.31,0.97,5.83,0.38,2.14,1.38,5.97,1.69,4.28,1.14
14,UWPlatteville,254,Cole_Hake,0.5,0.1,0.1,0.2,0.1,0.2,0.6,0.1,0.6,0.2,0.4,0.1,0.3,0
14,UWPlatteville,255,Colin_Connelly,2.29,0.38,0.62,0.43,0.71,0.48,1.81,0.24,0.62,0.62,1.33,0.29,1.05,0.1
14,UWPlatteville,256,Colin_Kramper,0.6,0.07,0.13,0.27,0.27,0,0.67,0.27,0.47,0.07,0.6,0.07,0.53,0
14,UWPlatteville,257,Dan_Lowe,1.81,0.1,0.24,0.67,0.67,0.38,1.62,0.19,1.19,0.57,1.38,0.33,1.05,0.14
14,UWPlatteville,258,Drew_Gunnink,0.38,0.08,0.15,0.08,0.08,0.15,0.85,0.08,0.38,0.15,0.46,0.08,0.38,0
14,UWPlatteville,259,Grayson_Knowlton,0.64,0.09,0.09,0.09,0.18,0.18,0.55,0.18,0.27,0.18,0.36,0.09,0.27,0
14,UWPlatteville,260,Harold_Fay,1.67,0.2,0.27,0.4,0.6,0.27,1.4,0.07,0.27,0.33,0.47,0.07,0.4,0
14,UWPlatteville,261,Jake_Showalter,6.64,0.93,1.29,1.04,2.21,1.29,4.75,0.64,2.43,1.57,2.39,0.71,1.68,0.18
14,UWPlatteville,262,Justin_Jarvensivu,0.27,0,0.27,0.36,0.09,0.09,0.09,0.18,0.36,0.18,0.64,0.36,0.27,0
14,UWPlatteville,263,Justin_Stovall,3.16,0.32,0.42,0.79,0.95,0.95,1.84,0.16,1.95,1.26,1.74,0.26,1.47,0.21
14,UWPlatteville,265,Nathan_Cokenour,0.55,0,0.18,0.18,0.27,0,0.36,0,0.18,0.18,0.55,0.27,0.27,0.27
14,UWPlatteville,266,Quentin_Shields,10.17,0.86,1.66,1.52,3.1,3.1,6.62,0.97,2.03,4,3.24,0.41,2.83,0.1
14,UWPlatteville,267,Robert_Duax,15.79,1.24,2.17,1.79,5.86,2.83,11.31,1.28,2.17,3.62,4.55,0.72,3.83,0.34
14,UWPlatteville,268,Tanner_Hudziak,2.07,0.29,0.29,0.36,0.86,0.07,1,0,0.14,0.07,0.29,0,0.29,0
15,OlivetCollege,269,Aaron_Washington,3.84,1.08,0.32,0.56,1.32,0.12,4,0.4,0.4,0.28,0.52,0.16,0.36,0
15,OlivetCollege,270,Angus_Bennett,2.32,0,0.32,0.32,1,0.32,2,0.43,2.21,0.5,2.5,1.21,1.29,0.14
15,OlivetCollege,271,Blake_Siersma,2.89,0,0.21,0.64,1.07,0.75,1.71,0.36,2.54,1.21,2.93,1.46,1.46,0.39
15,OlivetCollege,272,Brent_Davis,0.29,0,0.14,0.14,0.14,0,1,0.29,0.29,0,0.71,0.14,0.57,0
15,OlivetCollege,273,Chase_Brocker,5.64,0.79,0.54,0.61,1.79,1.29,4.36,0.39,1.04,1.46,1.64,0.43,1.21,0.29
15,OlivetCollege,274,Delbert_Redfield,0.71,0.24,0.35,0.59,0.24,0,1.41,0.06,0.18,0,0.41,0,0.41,0
15,OlivetCollege,275,Diangelo_Carlton,3.08,0.04,0.75,0.83,1.25,0.54,2.83,0.83,1.92,0.83,1.83,0.71,1.13,0.04
15,OlivetCollege,276,Eldridge_Mason,11.29,1.71,0.71,1.11,3.89,1.79,9.46,0.93,1.93,2.46,3.82,1,2.82,0.18
15,OlivetCollege,277,Griffin_Lewis,0.79,0.05,0.32,0.21,0.26,0.21,0.74,0.37,1.37,0.37,1.53,0.53,1,0.05
15,OlivetCollege,278,Jalen_Adams,24.93,0.76,1.34,2.59,9.45,5.28,19.14,1.76,2.38,6.76,10.24,3.14,7.1,0.48
15,OlivetCollege,279,John_Mcadoo,3.74,0.67,1.19,0.52,1.11,0.85,3.81,1.07,2.63,1.11,3.37,1,2.37,0.04
15,OlivetCollege,280,Kylen_Brown,0,0,0.6,1.4,0,0,0.4,0.2,0.4,0,0.4,0,0.4,0
15,OlivetCollege,281,Mike_Williams,0.75,0,0.25,1.25,0.25,0.25,1.63,0.38,1.5,0.25,2,1.25,0.75,0.13
15,OlivetCollege,282,Quintin_Way,0.61,0.11,0.11,0.28,0.22,0.06,0.67,0.11,0.5,0.11,0.39,0.17,0.22,0
15,OlivetCollege,283,Sirafino_Davis,2.17,0,0.22,0.74,0.78,0.61,1.83,0.39,2.52,0.87,3.09,1.57,1.52,1.13
17,Rose-Hulman,284,Charlie_Aimone,11.81,1.67,1.56,1.3,4.15,1.85,9,0.48,1.07,2.41,3.26,0.56,2.7,0.15
17,Rose-Hulman,285,David_Saadatnezhadi,0.67,0,0,0,0.33,0,2,0.33,0,0,1,0.33,0.67,0
17,Rose-Hulman,286,Eli_Combs,4.46,0.27,0.31,1,1.85,0.5,3.5,0.12,0.92,1,2.31,0.81,1.5,0.19
17,Rose-Hulman,287,Jacob_Back,0.71,0,0.33,0.67,0.29,0.13,1.08,0.33,1.25,0.58,0.96,0.46,0.5,0.25
17,Rose-Hulman,288,John_Czarnecki,10.33,0.22,0.81,1.19,3.96,2.19,6.52,0.22,1.85,3.04,4.89,1.37,3.52,1.07
17,Rose-Hulman,289,Joshua_Richey,0.33,0,0.17,0,0.17,0,0.67,0,0.17,0,0.5,0.33,0.17,0
17,Rose-Hulman,290,JT_Whitaker,1.32,0,0.14,0.23,0.5,0.32,0.77,0.09,0.77,0.68,0.68,0.32,0.36,0.18
17,Rose-Hulman,291,Kyle_Steckel,1.56,0.24,1.12,0.68,0.48,0.36,1.04,0.12,0.6,0.4,0.6,0,0.6,0
17,Rose-Hulman,292,Luke_Callahan,8.64,0.09,0.36,1.45,3.36,1.82,5.27,0.64,1.55,2.73,4.36,1.45,2.91,0.73
17,Rose-Hulman,293,Michael_Lake,2.92,0.35,0.81,0.77,0.85,0.88,1.77,0.27,1.04,1.04,1.35,0.31,1.04,0.08
17,Rose-Hulman,294,Nick_McGrail,6.11,0.96,0.67,0.7,2.22,0.7,4.7,0.41,2.22,0.93,4.11,1.37,2.74,0.04
17,Rose-Hulman,295,Ryuji_Aoki,9.74,1.81,0.85,1.41,3.04,1.85,7.3,0.26,1.26,1.93,1.33,0.15,1.19,0.04
17,Rose-Hulman,296,Stephen_Schueth,5.67,1.04,2.11,0.93,1.74,1.15,4.78,0.56,1.93,1.44,2.7,0.67,2.04,0.07
17,Rose-Hulman,297,Taylor_Heil,1,0,0.25,0.25,0.25,0.5,0.75,0,0.25,0.5,1.5,0.5,1,0
17,Rose-Hulman,298,Trey_Sykes,1.65,0,0.35,0.2,0.55,0.55,1.1,0.05,0.7,0.95,0.7,0.2,0.5,0.1
19,GustavusAdolphus,299,Austin_Goetz,2.5,0.17,2.42,1.04,0.92,0.5,2.79,0.88,1.29,0.75,2.42,0.92,1.5,0.08
19,GustavusAdolphus,300,Brandon_Snoberger,4.84,0.16,0.84,0.79,2.05,0.58,3.84,0.47,1.58,1.16,2.05,0.95,1.11,0.11
19,GustavusAdolphus,301,Charlie_Krambeer,2.26,0.63,0.47,0.58,0.79,0.05,1.84,0.58,0.95,0.11,1.63,0.37,1.26,0
19,GustavusAdolphus,302,CJ_Woda,2.48,0.1,0.43,0.48,1,0.38,2.81,0.43,1.1,0.86,1.67,0.52,1.14,0.1
19,GustavusAdolphus,303,Jason_Faul,10.13,0.08,2,1.13,4.5,1.04,7.88,0.96,2.79,1.29,5.08,1.79,3.29,0.17
19,GustavusAdolphus,304,Kelsey_Thomas,11.39,0.87,3.04,2.52,4.48,1.57,8.13,1.17,2.57,1.96,5.78,1,4.78,0.43
19,GustavusAdolphus,305,Leif_Engen,0,0,0,0,0,0,0.33,0,0.33,0,0.33,0,0.33,0
19,GustavusAdolphus,306,Peter_Lundquist,3,0.31,0.38,0.08,1.08,0.54,2.23,0.08,0.54,0.69,1.69,0.54,1.15,0.08
19,GustavusAdolphus,307,Riley_Sharbono,14.21,1.46,1.04,1.83,4.63,3.5,10.21,0.5,1.38,4.33,4.67,0.67,4,0.29
19,GustavusAdolphus,308,Sam_DuBois,1.24,0.12,0.76,0.47,0.53,0.06,1.12,0.06,0.59,0.24,0.65,0.12,0.53,0
19,GustavusAdolphus,309,Schuyler_Thompson,2.31,0.06,0.56,0.75,1.06,0.13,2.69,0.06,1,0.31,1.56,0.31,1.25,0.06
19,GustavusAdolphus,310,Spencer_Tollefson,4.13,0.5,1.29,1.04,1.42,0.79,3.63,0.58,1.17,1.38,2,0.29,1.71,0.04
19,GustavusAdolphus,311,Vannis_Smith,8.42,0.92,1.33,1.71,3.38,0.75,8.58,0.58,1.96,0.92,2.17,0.67,1.5,0.21
19,GustavusAdolphus,312,Zach_Bloemker,6.05,1.19,1.33,1.76,2.05,0.76,5.33,0.33,1.24,1.19,1,0.24,0.76,0
20,IllinoisTech,313,Anthony_Mosley,14.93,0.47,4.27,2.93,5.6,3.27,12.67,1.8,2.13,4.6,3.2,0.53,2.67,0.53
20,IllinoisTech,314,Brett_Ott,0.7,0.2,0.5,0.3,0.2,0.1,1.2,0.2,0.5,0.2,0.4,0.3,0.1,0.1
20,IllinoisTech,315,Brinden_Carlson,0,0,0.2,0,0,0,1.2,0,0,0,0,0,0,0
20,IllinoisTech,316,Calvin_Schmitz,2.11,0.28,0.39,0.56,0.83,0.17,2.61,0.22,0.72,0.28,0.94,0.39,0.56,0.06
20,IllinoisTech,317,Capriest_Gardner,3.47,0.06,0.53,0.71,1.47,0.47,4,0.82,1.94,0.76,2.82,0.94,1.88,0.18
20,IllinoisTech,318,Jake_Digiorgio,13.11,0.05,0.63,2.26,5.32,2.42,11.42,1.42,2,4.05,10.95,4.84,6.11,0.63
20,IllinoisTech,319,Jake_Bruns,6.58,1.74,1.21,1.32,2.21,0.42,4.95,0.58,1.42,0.47,1.53,0.26,1.26,0
20,IllinoisTech,320,Jason_Morris,0,0,0.25,0.5,0,0,0.5,0,0,0,0.25,0,0.25,0
20,IllinoisTech,321,Kohl_Linder,1,0,0.21,0.47,0.37,0.26,0.89,0.11,2,0.37,1.58,0.74,0.84,0.21
20,IllinoisTech,322,Malik_Howze,14.69,1.88,3.19,2.69,4.13,4.56,12,0.69,1.81,5.44,4.13,0.5,3.63,0.13
20,IllinoisTech,323,Max_Hisatake,11.47,0,1.21,2.84,4.37,2.74,8.53,0.95,3.79,5.05,9.95,3.42,6.53,2
20,IllinoisTech,324,Parker_Joncus,5.95,1.32,1.16,0.74,1.95,0.74,4.89,0.74,0.89,1.11,2.68,0.53,2.16,0.11
20,IllinoisTech,325,Quentin_Forberg,0.83,0.08,0.08,0.17,0.25,0.25,0.83,0.25,0.67,0.33,0.58,0.08,0.5,0
