team_name,number_of_games,team_poss,opp_poss,off_adjustment_factor,def_adjustment_factor,Type,Format,element_name,percentage_of_time,type_ppp,average_ppp,field_goal_percentage,Adjusted_Overall_Average_PPP,Adjusted_Type_PPP,score_difference
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Offensive,Offensive Rebounds (put backs),0.075,1.213,0.87,0.628,0.953642452,1.329618729,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Offensive,Cut,0.066,1.087,0.87,0.566,0.953642452,1.191504994,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Offensive,Spot Up,0.315,0.914,0.87,0.36,0.953642452,1.001872645,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Offensive,Transition,0.136,1.028,0.87,0.456,0.953642452,1.12683269,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Offensive,Post-Up,0.154,0.834,0.87,0.491,0.953642452,0.914181385,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Offensive,Miscellaneous,0.082,0.404,0.87,0.28,0.953642452,0.442840863,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Offensive,P&R Roll Man,0.014,0.379,0.87,0.154,0.953642452,0.415437344,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Offensive,Hand Off,0.017,0.833,0.87,0.393,0.953642452,0.913085244,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Offensive,Isolation,0.043,0.596,0.87,0.328,0.953642452,0.653299886,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Offensive,Off Screen,0.043,0.711,0.87,0.321,0.953642452,0.779356073,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Offensive,P&R Ball Handler,0.054,0.768,0.87,0.352,0.953642452,0.841836095,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,Transition,0.142,0.929,0.971,0.459,1.010210435,0.966514412,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,P&R Ball Handler,0.101,0.871,0.971,0.472,1.010210435,0.906172285,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,Isolation,0.048,0.905,0.971,0.533,1.010210435,0.941545256,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,P&R Roll Man,0.045,0.82,0.971,0.423,1.010210435,0.853112828,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,Miscellaneous,0.067,0.664,0.971,0.375,1.010210435,0.690813315,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Off Screen,0.078,1.071,0.971,0.492,1.010210435,1.114248584,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Spot Up,0.284,0.986,0.971,0.402,1.010210435,1.025816157,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Hand Off,0.037,1.11,0.971,0.46,1.010210435,1.154823463,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Offensive Rebounds (put backs),0.045,1.247,0.971,0.619,1.010210435,1.297355728,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Cut,0.071,1.121,0.971,0.574,1.010210435,1.166267659,5
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Post-Up,0.082,1.055,0.971,0.548,1.010210435,1.09760248,5
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Offensive,Cut,0.069,1.072,0.926,0.58,0.904150467,1.046705508,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Offensive,Transition,0.103,1.168,0.926,0.539,0.904150467,1.14044033,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Offensive,Post-Up,0.133,0.948,0.926,0.522,0.904150467,0.925631364,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Offensive,Spot Up,0.245,0.988,0.926,0.374,0.904150467,0.964687539,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Offensive,Offensive Rebounds (put backs),0.062,1.136,0.926,0.578,0.904150467,1.109195389,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Offensive,P&R Ball Handler,0.094,0.942,0.926,0.489,0.904150467,0.919772937,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Offensive,Off Screen,0.095,0.838,0.926,0.368,0.904150467,0.81822688,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Offensive,Hand Off,0.01,0.7,0.926,0.294,0.904150467,0.683483074,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Offensive,P&R Roll Man,0.028,0.772,0.926,0.37,0.904150467,0.753784191,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Offensive,Isolation,0.079,0.804,0.926,0.36,0.904150467,0.785029131,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Offensive,Miscellaneous,0.081,0.399,0.926,0.3,0.904150467,0.389585352,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,Post-Up,0.094,0.742,0.891,0.396,0.861821145,0.717700662,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,Miscellaneous,0.088,0.591,0.891,0.391,0.861821145,0.571645676,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,Hand Off,0.029,0.741,0.891,0.326,0.861821145,0.71673341,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,Isolation,0.044,0.693,0.891,0.358,0.861821145,0.670305335,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,P&R Ball Handler,0.125,0.809,0.891,0.406,0.861821145,0.782506517,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Transition,0.178,1.034,0.891,0.498,0.861821145,1.000138119,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Cut,0.087,1.115,0.891,0.584,0.861821145,1.078485496,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Offensive Rebounds (put backs),0.054,1.009,0.891,0.5,0.861821145,0.97595683,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,P&R Roll Man,0.03,0.902,0.891,0.423,0.861821145,0.872460913,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Off Screen,0.063,1.063,0.891,0.41,0.861821145,1.028188415,6
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Spot Up,0.209,0.898,0.891,0.366,0.861821145,0.868591906,6
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Offensive,Off Screen,0.137,1.025,0.892,0.398,0.892174341,1.025200335,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Offensive,Spot Up,0.217,0.913,0.892,0.346,0.892174341,0.913178445,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Offensive,Offensive Rebounds (put backs),0.071,1.041,0.892,0.55,0.892174341,1.041203462,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Offensive,P&R Roll Man,0.029,1.017,0.892,0.522,0.892174341,1.017198772,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Offensive,Cut,0.085,1.091,0.892,0.546,0.892174341,1.091213235,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Offensive,Transition,0.124,0.926,0.892,0.462,0.892174341,0.926180986,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Offensive,Post-Up,0.083,0.837,0.892,0.472,0.892174341,0.837163591,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Offensive,Isolation,0.026,0.685,0.892,0.275,0.892174341,0.685133883,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Offensive,Miscellaneous,0.089,0.443,0.892,0.538,0.892174341,0.443086584,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Offensive,P&R Ball Handler,0.067,0.848,0.892,0.446,0.892174341,0.848165741,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Offensive,Hand Off,0.071,0.815,0.892,0.301,0.892174341,0.815159291,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Post-Up,0.087,0.761,0.881,0.452,0.856386067,0.739738703,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Miscellaneous,0.064,0.589,0.881,0.455,0.856386067,0.572544147,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Isolation,0.04,0.837,0.881,0.435,0.856386067,0.813615367,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Hand Off,0.049,0.869,0.881,0.386,0.856386067,0.844721331,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Off Screen,0.083,0.76,0.881,0.338,0.856386067,0.738766641,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,P&R Ball Handler,0.139,0.737,0.881,0.343,0.856386067,0.71640923,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,Spot Up,0.236,0.905,0.881,0.363,0.856386067,0.87971554,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,Offensive Rebounds (put backs),0.063,1.142,0.881,0.622,0.856386067,1.110094085,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,Cut,0.061,1.097,0.881,0.578,0.856386067,1.066351323,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,P&R Roll Man,0.038,1.13,0.881,0.514,0.856386067,1.098429348,7
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,Transition,0.141,0.996,0.881,0.465,0.856386067,0.968173125,7
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Offensive,Cut,0.073,1.241,0.819,0.677,0.802401944,1.215849587,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Offensive,Post-Up,0.105,0.941,0.819,0.506,0.802401944,0.921929462,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Offensive,Transition,0.176,0.839,0.819,0.469,0.802401944,0.821996619,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Offensive,Spot Up,0.237,0.825,0.819,0.323,0.802401944,0.808280346,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Offensive,Offensive Rebounds (put backs),0.064,1.153,0.819,0.586,0.802401944,1.129633017,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Offensive,Hand Off,0.018,0.85,0.819,0.294,0.802401944,0.83277369,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Offensive,Miscellaneous,0.096,0.422,0.819,0.375,0.802401944,0.413447644,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Offensive,P&R Ball Handler,0.127,0.618,0.819,0.35,0.802401944,0.605475459,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Offensive,P&R Roll Man,0.044,0.76,0.819,0.371,0.802401944,0.744597652,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Offensive,Isolation,0.03,0.765,0.819,0.318,0.802401944,0.749496321,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Offensive,Off Screen,0.028,0.75,0.819,0.37,0.802401944,0.734800315,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,Isolation,0.038,0.767,0.89,0.289,0.871433401,0.750999347,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,Miscellaneous,0.046,0.596,0.89,0.556,0.871433401,0.583566637,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,Transition,0.194,0.842,0.89,0.473,0.871433401,0.824434746,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,P&R Ball Handler,0.146,0.778,0.89,0.39,0.871433401,0.761769872,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,Off Screen,0.055,0.873,0.89,0.345,0.871433401,0.854788044,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,P&R Roll Man,0.047,0.704,0.89,0.357,0.871433401,0.689313612,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Spot Up,0.223,0.925,0.89,0.367,0.871433401,0.905703254,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Hand Off,0.039,0.978,0.89,0.421,0.871433401,0.957597603,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Offensive Rebounds (put backs),0.047,1.278,0.89,0.659,0.871433401,1.251339199,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Cut,0.065,1.189,0.89,0.603,0.871433401,1.164195858,-5
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Post-Up,0.099,0.938,0.89,0.524,0.871433401,0.918432057,-5
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Offensive,Cut,0.059,0.89,0.816,0.448,0.799123148,0.871592649,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Offensive,P&R Ball Handler,0.126,0.886,0.816,0.466,0.799123148,0.867675379,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Offensive,Transition,0.194,0.87,0.816,0.446,0.799123148,0.852006297,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Offensive,Spot Up,0.245,0.859,0.816,0.354,0.799123148,0.841233804,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Offensive,Hand Off,0.031,1,0.816,0.447,0.799123148,0.979317583,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Offensive,Offensive Rebounds (put backs),0.04,1.025,0.816,0.523,0.799123148,1.003800523,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Offensive,Miscellaneous,0.066,0.346,0.816,0.467,0.799123148,0.338843884,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Offensive,Post-Up,0.091,0.781,0.816,0.387,0.799123148,0.764847032,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Offensive,Isolation,0.055,0.764,0.816,0.376,0.799123148,0.748198633,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Offensive,Off Screen,0.052,0.673,0.816,0.281,0.799123148,0.659080733,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Offensive,P&R Roll Man,0.042,0.714,0.816,0.314,0.799123148,0.699232754,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Miscellaneous,0.075,0.487,0.906,0.542,0.904654855,0.486276947,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Isolation,0.044,0.826,0.906,0.448,0.904654855,0.824773631,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Hand Off,0.032,0.788,0.906,0.373,0.904654855,0.78683005,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Spot Up,0.203,0.882,0.906,0.368,0.904654855,0.880690488,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,P&R Ball Handler,0.112,0.797,0.906,0.425,0.904654855,0.795816688,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Post-Up,0.099,0.732,0.906,0.421,0.904654855,0.730913194,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,Offensive Rebounds (put backs),0.065,1.187,0.906,0.62,0.904654855,1.185237652,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,Cut,0.111,1.229,0.906,0.656,0.904654855,1.227175294,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,Transition,0.175,0.956,0.906,0.496,0.904654855,0.954580619,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,P&R Roll Man,0.029,1.082,0.906,0.468,0.904654855,1.080393546,10
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,Off Screen,0.055,1,0.906,0.451,0.904654855,0.998515292,10
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Offensive,Hand Off,0.01,0.867,0.735,0.364,0.827089092,0.975627541,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Offensive,P&R Roll Man,0.018,0.759,0.735,0.3,0.827089092,0.854096083,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Offensive,Off Screen,0.027,0.907,0.735,0.441,0.827089092,1.020639193,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Offensive,Cut,0.071,0.955,0.735,0.511,0.827089092,1.074653174,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Offensive,Offensive Rebounds (put backs),0.082,0.769,0.735,0.406,0.827089092,0.865348996,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Offensive,Transition,0.206,0.911,0.735,0.443,0.827089092,1.025140358,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Offensive,Spot Up,0.214,0.78,0.735,0.316,0.827089092,0.8777272,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Offensive,Miscellaneous,0.101,0.377,0.735,0.273,0.827089092,0.424234813,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Offensive,P&R Ball Handler,0.072,0.482,0.735,0.264,0.827089092,0.542390398,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Offensive,Post-Up,0.091,0.708,0.735,0.41,0.827089092,0.796706228,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Offensive,Isolation,0.107,0.607,0.735,0.279,0.827089092,0.683051808,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,Miscellaneous,0.094,0.667,1.023,0.5,1.150512168,0.750138432,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,Off Screen,0.028,0.659,1.023,0.27,1.150512168,0.74114127,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,P&R Ball Handler,0.038,0.885,1.023,0.422,1.150512168,0.995311114,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,Isolation,0.043,0.855,1.023,0.415,1.150512168,0.961571754,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,Post-Up,0.062,0.848,1.023,0.478,1.150512168,0.953699236,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Cut,0.108,1.093,1.023,0.56,1.150512168,1.229237341,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Offensive Rebounds (put backs),0.087,1.173,1.023,0.62,1.150512168,1.319208967,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Hand Off,0.017,1.037,1.023,0.45,1.150512168,1.166257203,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Spot Up,0.233,1.143,1.023,0.437,1.150512168,1.285469608,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,P&R Roll Man,0.007,1.182,1.023,0.5,1.150512168,1.329330775,36
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Transition,0.281,1.085,1.023,0.541,1.150512168,1.220240179,36
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Offensive,Cut,0.105,0.987,0.882,0.521,1.069883824,1.197250946,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Offensive,Offensive Rebounds (put backs),0.065,1.041,0.882,0.507,1.069883824,1.262754038,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Offensive,Off Screen,0.064,1.156,0.882,0.512,1.069883824,1.402251362,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Offensive,Hand Off,0.011,1.235,0.882,0.533,1.069883824,1.498079958,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Offensive,Transition,0.273,1.017,0.882,0.566,1.069883824,1.233641553,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Offensive,Spot Up,0.207,0.926,0.882,0.367,1.069883824,1.123256714,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Offensive,Miscellaneous,0.133,0.34,0.882,0.455,1.069883824,0.412426871,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Offensive,Post-Up,0.065,0.857,0.882,0.478,1.069883824,1.039558319,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Offensive,Isolation,0.056,0.619,0.882,0.281,1.069883824,0.750859509,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Offensive,P&R Ball Handler,0.015,0.87,0.882,0.4,1.069883824,1.055327582,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Offensive,P&R Roll Man,0.004,0.833,0.882,0.333,1.069883824,1.010445834,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,Miscellaneous,0.081,0.544,0.963,0.667,1.188839233,0.671576887,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,P&R Ball Handler,0.089,0.781,0.963,0.374,1.188839233,0.964157259,3
