team_name,number_of_games,team_poss,opp_poss,off_adjustment_factor,def_adjustment_factor,Type,Format,element_name,percentage_of_time,type_ppp,average_ppp,field_goal_percentage,Adjusted_Overall_Average_PPP,Adjusted_Type_PPP,score_difference
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,Post-Up,0.063,0.773,0.963,0.423,1.188839233,0.954281129,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,Isolation,0.036,0.839,0.963,0.436,1.188839233,1.035759207,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,Hand Off,0.021,0.909,0.963,0.357,1.188839233,1.12217535,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Off Screen,0.044,1.224,0.963,0.5,1.188839233,1.511047996,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,P&R Roll Man,0.027,1.357,0.963,0.629,1.188839233,1.675238669,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Offensive Rebounds (put backs),0.079,1.091,0.963,0.576,1.188839233,1.346857324,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Cut,0.085,1.069,0.963,0.579,1.188839233,1.319697964,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Spot Up,0.233,0.983,0.963,0.374,1.188839233,1.213529559,3
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Transition,0.242,1.054,0.963,0.504,1.188839233,1.301180219,3
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Offensive,Post-Up,0.112,0.813,0.792,0.443,0.759468797,0.779606227,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Offensive,Cut,0.077,1.107,0.792,0.573,0.759468797,1.061530251,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Offensive,Offensive Rebounds (put backs),0.051,1.074,0.792,0.6,0.759468797,1.029885717,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Offensive,Spot Up,0.189,0.898,0.792,0.362,0.759468797,0.861114874,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Offensive,Transition,0.148,0.94,0.792,0.464,0.759468797,0.901389734,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Offensive,Off Screen,0.09,0.81,0.792,0.34,0.759468797,0.776729452,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Offensive,Miscellaneous,0.089,0.202,0.792,0.385,0.759468797,0.1937029,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Offensive,P&R Ball Handler,0.127,0.612,0.792,0.336,0.759468797,0.586862252,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Offensive,Hand Off,0.045,0.65,0.792,0.356,0.759468797,0.623301412,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Offensive,Isolation,0.041,0.782,0.792,0.4,0.759468797,0.749879545,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Offensive,P&R Roll Man,0.033,0.705,0.792,0.324,0.759468797,0.676042301,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Defensive,P&R Ball Handler,0.089,0.823,0.95,0.44,0.932677564,0.8079933,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Defensive,Miscellaneous,0.081,0.429,0.95,0.353,0.932677564,0.421177553,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Defensive,Off Screen,0.072,0.59,0.95,0.229,0.932677564,0.579241856,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Cut,0.082,1.158,0.95,0.613,0.932677564,1.136884862,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Spot Up,0.263,0.962,0.95,0.383,0.932677564,0.944458754,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Post-Up,0.077,0.963,0.95,0.594,0.932677564,0.94544052,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Isolation,0.036,1.1,0.95,0.568,0.932677564,1.079942443,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,P&R Roll Man,0.036,1.04,0.95,0.475,0.932677564,1.021036491,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Hand Off,0.029,1.05,0.95,0.583,0.932677564,1.03085415,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Offensive Rebounds (put backs),0.066,1.044,0.95,0.528,0.932677564,1.024963555,21
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Transition,0.169,1.191,0.95,0.637,0.932677564,1.169283136,21
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Offensive,Post-Up,0.046,0.737,0.734,0.462,0.737707263,0.740722415,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Offensive,Offensive Rebounds (put backs),0.036,1,0.734,0.5,0.737707263,1.005050767,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Offensive,P&R Roll Man,0.01,0.75,0.734,0.25,0.737707263,0.753788075,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Offensive,Spot Up,0.263,0.89,0.734,0.379,0.737707263,0.894495183,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Offensive,Hand Off,0.094,0.923,0.734,0.344,0.737707263,0.927661858,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Offensive,Off Screen,0.087,1.111,0.734,0.5,0.737707263,1.116611402,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Offensive,P&R Ball Handler,0.068,0.607,0.734,0.3,0.737707263,0.610065816,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Offensive,Miscellaneous,0.094,0.256,0.734,0.75,0.737707263,0.257292996,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Offensive,Transition,0.128,0.566,0.734,0.289,0.737707263,0.568858734,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Offensive,Isolation,0.101,0.524,0.734,0.3,0.737707263,0.526646602,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Offensive,Cut,0.072,0.667,0.734,0.321,0.737707263,0.670368862,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,Miscellaneous,0.072,0.242,0.989,0.5,1.086950751,0.265967727,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,Spot Up,0.221,0.95,0.989,0.375,1.086950751,1.044088183,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,P&R Ball Handler,0.063,0.552,0.989,0.316,1.086950751,0.606670187,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,Isolation,0.037,0.647,0.989,0.333,1.086950751,0.711079005,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,Hand Off,0.018,0.75,0.989,0.429,1.086950751,0.824280145,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Post-Up,0.057,1.154,0.989,0.619,1.086950751,1.268292383,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,P&R Roll Man,0.015,1.286,0.989,0.571,1.086950751,1.413365688,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Transition,0.267,1.156,0.989,0.594,1.086950751,1.270490463,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Offensive Rebounds (put backs),0.096,1.182,0.989,0.595,1.086950751,1.299065508,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Cut,0.083,1.184,0.989,0.556,1.086950751,1.301263589,15
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Off Screen,0.07,1.188,0.989,0.448,1.086950751,1.305659749,15
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Offensive,P&R Roll Man,0.04,1,0.903,0.493,0.88066453,0.97526526,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Offensive,Transition,0.107,0.924,0.903,0.507,0.88066453,0.9011451,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Offensive,Off Screen,0.079,0.91,0.903,0.403,0.88066453,0.887491387,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Offensive,Hand Off,0.009,0.947,0.903,0.5,0.88066453,0.923576201,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Offensive,Offensive Rebounds (put backs),0.035,1.284,0.903,0.739,0.88066453,1.252240594,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Offensive,Spot Up,0.28,0.92,0.903,0.391,0.88066453,0.897244039,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Offensive,Cut,0.114,1.097,0.903,0.597,0.88066453,1.06986599,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Offensive,Isolation,0.043,0.697,0.903,0.394,0.88066453,0.679759886,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Offensive,Miscellaneous,0.085,0.567,0.903,0.238,0.88066453,0.552975402,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Offensive,P&R Ball Handler,0.114,0.828,0.903,0.421,0.88066453,0.807519635,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Offensive,Post-Up,0.093,0.892,0.903,0.518,0.88066453,0.869936612,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Off Screen,0.071,0.878,0.884,0.385,0.849964498,0.844195508,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Spot Up,0.228,0.882,0.884,0.359,0.849964498,0.848041501,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,P&R Ball Handler,0.117,0.848,0.884,0.419,0.849964498,0.815350559,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Post-Up,0.085,0.847,0.884,0.449,0.849964498,0.814389061,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Isolation,0.075,0.846,0.884,0.457,0.849964498,0.813427563,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Miscellaneous,0.063,0.504,0.884,0.308,0.849964498,0.484595144,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Hand Off,0.033,0.809,0.884,0.393,0.849964498,0.777852126,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,P&R Roll Man,0.046,0.969,0.884,0.494,0.849964498,0.931691854,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Transition,0.162,0.958,0.884,0.492,0.849964498,0.921115372,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Cut,0.068,1.077,0.884,0.577,0.849964498,1.03553367,-6
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Offensive Rebounds (put backs),0.051,1.038,0.884,0.527,0.849964498,0.998035236,-6
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Transition,0.147,1.14,0.945,0.551,0.837360231,1.010148851,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Off Screen,0.082,1.039,0.945,0.419,0.837360231,0.920653207,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Offensive Rebounds (put backs),0.043,1.093,0.945,0.584,0.837360231,0.968502363,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Spot Up,0.223,1.047,0.945,0.406,0.837360231,0.927741971,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,P&R Roll Man,0.035,1.195,0.945,0.548,0.837360231,1.058884102,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Cut,0.085,1.147,0.945,0.631,0.837360231,1.016351519,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,Isolation,0.053,0.742,0.945,0.364,0.837360231,0.657482848,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,Miscellaneous,0.104,0.585,0.945,0.222,0.837360231,0.518365858,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,P&R Ball Handler,0.097,0.763,0.945,0.365,0.837360231,0.676090854,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,Hand Off,0.033,0.671,0.945,0.297,0.837360231,0.594570069,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,Post-Up,0.097,0.772,0.945,0.457,0.837360231,0.684065713,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Isolation,0.077,0.718,0.841,0.347,0.75011792,0.64040983,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Miscellaneous,0.086,0.435,0.841,0.346,0.75011792,0.387992028,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,P&R Roll Man,0.025,0.758,0.841,0.419,0.75011792,0.676087258,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Off Screen,0.037,0.742,0.841,0.299,0.75011792,0.661816286,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,P&R Ball Handler,0.094,0.771,0.841,0.375,0.75011792,0.687682422,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Spot Up,0.262,0.895,0.841,0.36,0.75011792,0.798282448,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Hand Off,0.023,0.898,0.841,0.452,0.75011792,0.800958255,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Offensive Rebounds (put backs),0.061,0.948,0.841,0.462,0.75011792,0.84555504,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Cut,0.084,1.085,0.841,0.56,0.75011792,0.96775023,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Post-Up,0.112,0.844,0.841,0.469,0.75011792,0.752793727,-9
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Transition,0.14,0.941,0.841,0.46,0.75011792,0.83931149,-9
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Transition,0.106,0.909,0.885,0.423,0.860630742,0.883969881,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Post-Up,0.108,0.964,0.885,0.503,0.860630742,0.937455407,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Spot Up,0.238,0.956,0.885,0.364,0.860630742,0.929675694,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,P&R Roll Man,0.038,0.975,0.885,0.532,0.860630742,0.948152512,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Hand Off,0.04,0.952,0.885,0.412,0.860630742,0.925785837,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Cut,0.05,1.124,0.885,0.6,0.860630742,1.093049665,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Offensive Rebounds (put backs),0.06,1,0.885,0.529,0.860630742,0.972464115,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Offensive,Off Screen,0.048,0.87,0.885,0.33,0.860630742,0.84604378,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Offensive,Miscellaneous,0.075,0.58,0.885,0.308,0.860630742,0.564029187,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Offensive,P&R Ball Handler,0.184,0.76,0.885,0.304,0.860630742,0.739072727,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Offensive,Isolation,0.052,0.759,0.885,0.333,0.860630742,0.738100263,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,P&R Ball Handler,0.132,0.835,0.899,0.364,0.856903102,0.795899989,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Post-Up,0.102,0.886,0.899,0.478,0.856903102,0.844511845,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Off Screen,0.076,0.821,0.899,0.338,0.856903102,0.782555558,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Hand Off,0.041,0.588,0.899,0.244,0.856903102,0.5604661,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Miscellaneous,0.054,0.536,0.899,0.474,0.856903102,0.510901071,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Isolation,0.051,0.99,0.899,0.447,0.856903102,0.943641904,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Spot Up,0.212,0.929,0.899,0.358,0.856903102,0.885498312,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Transition,0.165,0.988,0.899,0.461,0.856903102,0.941735556,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Cut,0.061,0.992,0.899,0.528,0.856903102,0.945548251,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,P&R Roll Man,0.054,0.919,0.899,0.412,0.856903102,0.875966575,-5
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Offensive Rebounds (put backs),0.052,1.206,0.899,0.605,0.856903102,1.14952741,-5
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Cut,0.098,1.32,0.989,0.681,0.973310061,1.299058929,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Offensive Rebounds (put backs),0.062,1.185,0.989,0.628,0.973310061,1.166200629,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Hand Off,0.047,1.01,0.989,0.407,0.973310061,0.993976908,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Transition,0.148,1.167,0.989,0.573,0.973310061,1.148486189,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Off Screen,0.133,1.054,0.989,0.42,0.973310061,1.037278872,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,P&R Roll Man,0.01,0.727,0.989,0.35,0.973310061,0.715466546,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,Miscellaneous,0.099,0.651,0.989,0.458,0.973310061,0.640672244,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,P&R Ball Handler,0.042,0.674,0.989,0.273,0.973310061,0.663307362,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,Post-Up,0.043,0.889,0.989,0.507,0.973310061,0.874896506,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,Isolation,0.087,0.875,0.989,0.418,0.973310061,0.861118608,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,Spot Up,0.231,0.918,0.989,0.385,0.973310061,0.903436437,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Spot Up,0.215,0.893,0.911,0.354,0.897412288,0.879680761,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Miscellaneous,0.069,0.411,0.911,0.28,0.897412288,0.404869869,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,P&R Roll Man,0.035,0.907,0.911,0.429,0.897412288,0.893471949,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Isolation,0.046,0.784,0.911,0.355,0.897412288,0.772306514,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Post-Up,0.088,0.904,0.911,0.511,0.897412288,0.890516694,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Off Screen,0.089,0.836,0.911,0.337,0.897412288,0.823530925,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,P&R Ball Handler,0.133,0.849,0.911,0.433,0.897412288,0.836337028,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Hand Off,0.028,1.05,0.911,0.438,0.897412288,1.034339081,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Transition,0.137,1.086,0.911,0.531,0.897412288,1.069802135,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Cut,0.094,1.125,0.911,0.573,0.897412288,1.108220444,-21
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Offensive Rebounds (put backs),0.067,1.092,0.911,0.561,0.897412288,1.075712644,-21
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Hand Off,0.012,0.958,0.805,0.5,0.782487858,0.931209153,9
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Spot Up,0.29,0.821,0.805,0.348,0.782487858,0.798040412,9
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Transition,0.157,0.975,0.805,0.521,0.782487858,0.947733741,9
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Post-Up,0.105,0.957,0.805,0.606,0.782487858,0.930237118,9
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Cut,0.077,0.961,0.805,0.549,0.782487858,0.934125256,9
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Offensive Rebounds (put backs),0.053,0.943,0.805,0.474,0.782487858,0.916628633,9
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,P&R Roll Man,0.019,1.077,0.805,0.538,0.782487858,1.046881271,9
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Offensive,P&R Ball Handler,0.112,0.778,0.805,0.389,0.782487858,0.756242923,9
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Offensive,Off Screen,0.041,0.711,0.805,0.294,0.782487858,0.691116605,9
