#,Team,GP,% Time,Poss / Game,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score
1,Vaughn College Warriors,1,1.1%,1,0,0,0,0,0,-,-,100%,0%,0%,0%
2,Thomas (ME) Terriers,4,6%,5.5,2,0.364,3,0.5,3.5,14.3%,14.3%,22.7%,13.6%,9.1%,22.7%
3,Lesley Lynx,5,2.2%,1.6,0.6,0.375,0.8,0.2,1,20%,20%,25%,12.5%,12.5%,25%
4,Maine Farmington,7,2.4%,2.1,0.9,0.4,1.3,0.3,1.6,18.2%,27.3%,26.7%,0%,0%,13.3%
5,Husson,24,6.7%,6,2.6,0.441,3.2,0.9,4.1,22.4%,23.5%,19.6%,13.3%,7.7%,22.4%
6,Rust College Bearcats,7,1.9%,1.7,0.9,0.5,0.9,0.4,1.3,33.3%,33.3%,25%,0%,0%,25%
7,Randolph-Macon Yellow Jackets,26,6.3%,4.8,2.4,0.508,2.6,0.9,3.5,25.3%,27.5%,19.4%,7.3%,5.6%,24.2%
8,Colby-Sawyer Chargers,3,5.5%,5,2.7,0.533,3,1.3,4.3,30.8%,30.8%,6.7%,6.7%,0%,26.7%
9,Fitchburg State,6,2.1%,1.8,1,0.545,0.7,0.3,1,33.3%,33.3%,36.4%,9.1%,0%,27.3%
10,Catholic University Cardinals,25,2.6%,2.1,1.2,0.558,1,0.4,1.4,30.6%,30.6%,19.2%,13.5%,9.6%,28.8%
11,Farmingdale State Rams,26,4%,3.5,2,0.567,1.3,0.7,2,36.5%,38.5%,32.2%,14.4%,8.9%,27.8%
12,Mitchell College (CT) Mariners,9,4.3%,4.1,2.3,0.568,2.2,0.9,3.1,28.6%,28.6%,13.5%,13.5%,13.5%,29.7%
13,Southern Maine,13,5.1%,4.5,2.5,0.569,2.3,0.8,3.1,25%,25%,13.8%,17.2%,8.6%,29.3%
14,Rhodes College Lynx,26,0.8%,0.8,0.5,0.571,0.3,0.1,0.4,18.2%,18.2%,23.8%,28.6%,28.6%,28.6%
15,Transylvania University Pioneers,26,4.6%,3.9,2.2,0.574,1.9,0.8,2.7,29%,29.7%,17.8%,16.8%,10.9%,29.7%
16,Southern Vermont Mountaineers,6,7.2%,6.7,3.8,0.575,3,1.5,4.5,33.3%,33.3%,22.5%,10%,5%,30%
17,SUNY Cobleskill Fighting Tigers,11,3.6%,3,1.7,0.576,1.4,0.5,1.9,28.6%,31%,27.3%,12.1%,6.1%,27.3%
18,DeSales,27,4.5%,3.7,2.2,0.584,1.9,0.7,2.6,28.6%,30.7%,18.8%,11.9%,9.9%,29.7%
19,Morrisville State,16,3.9%,3.3,1.9,0.585,1.9,0.8,2.7,27.9%,30.2%,15.1%,5.7%,5.7%,26.4%
20,McDaniel Green Terror,24,4.7%,3.3,2,0.587,1.6,0.8,2.4,32.8%,34.5%,21.3%,8.8%,7.5%,28.8%
21,Keene State Owls,16,6.4%,5.8,3.4,0.587,2.5,1.3,3.8,33.3%,35%,25%,12%,6.5%,30.4%
22,Wisconsin-(La Crosse) Eagles,26,6.8%,5.2,3,0.59,2.2,0.9,3.1,29.6%,32.7%,27.6%,13.4%,6.7%,28.4%
23,Stevens (NJ) Ducks,26,4.4%,3.8,2.3,0.59,1.8,1,2.8,36.1%,36.8%,20%,9%,7%,31%
24,Cazenovia,12,5.5%,4.9,2.9,0.593,2.2,1.1,3.3,33.3%,35.9%,16.9%,20.3%,10.2%,28.8%
25,Roanoke Maroons,28,4.6%,3.6,2.2,0.598,1.8,0.9,2.7,32%,34%,19.6%,7.8%,5.9%,29.4%
26,UMass Boston Beacons,25,4.8%,4,2.4,0.6,1.9,0.7,2.6,27.3%,32.6%,21%,15%,9%,28%
27,Claremont-Mudd-Scripps Stags,25,6.1%,4.8,2.9,0.6,2.4,1,3.4,29.1%,30.8%,17.5%,13.3%,10.8%,29.2%
28,Ohio Wesleyan,28,4.2%,3.6,2.2,0.604,2.1,0.8,2.9,28.4%,29%,9.9%,10.9%,8.9%,30.7%
29,Saint Joseph's (ME) Monks,24,5.8%,4.8,2.9,0.605,2.4,1,3.4,28.4%,30.2%,14.9%,14.9%,9.6%,33.3%
30,Emmanuel (MA) Saints,22,3.9%,3.2,2,0.606,1.2,0.6,1.9,34.1%,36.6%,25.4%,18.3%,11.3%,32.4%
31,Grove City Wolverines,26,9.8%,7.7,4.7,0.607,3.9,1.6,5.5,28.9%,30.3%,16.9%,13.4%,12.4%,31.3%
32,Trine University Thunder,25,7.1%,5.9,3.6,0.608,2.9,1.3,4.2,31.4%,33.8%,21.6%,8.1%,5.4%,29.1%
33,Arcadia University Knights,29,5%,4.1,2.5,0.613,1.9,0.8,2.7,29.5%,30.8%,22.7%,17.6%,10.1%,29.4%
34,Cabrini Caveliers,29,6.3%,5.4,3.3,0.614,2.8,1.1,3.9,27.4%,29.2%,15.8%,14.6%,11.4%,29.7%
35,Tufts Jumbos,24,6.1%,5.3,3.3,0.617,3,1.3,4.3,29.1%,31.6%,11.7%,9.4%,6.3%,30.5%
36,Lancaster Bible Chargers,28,7.3%,6.3,3.9,0.617,3.1,1.3,4.4,28.7%,33.6%,20.6%,10.9%,9.1%,29.1%
37,US Merchant Marine Academy,8,3.1%,2.6,1.6,0.619,1.1,0.4,1.5,25%,29.2%,19%,23.8%,23.8%,38.1%
38,Salisbury Sea Gulls,27,4.5%,3.6,2.2,0.619,1.4,0.7,2.1,33.3%,33.3%,26.8%,16.5%,9.3%,32%
39,Greenville Panthers,18,0.7%,0.9,0.6,0.625,0.4,0.2,0.7,33.3%,33.3%,18.8%,6.3%,0%,31.3%
40,Wisconsin-(Stevens Point) Pointers,30,4.7%,3.3,2.1,0.633,1.5,0.8,2.2,34.3%,35.8%,21.4%,11.2%,5.1%,32.7%
41,Franklin Grizzlies,25,4.9%,3.9,2.5,0.633,2,0.9,2.9,30.6%,33.3%,15.3%,14.3%,10.2%,31.6%
42,Whitworth Pirates,29,7.7%,6.7,4.2,0.634,3.2,1.6,4.8,33.3%,36.6%,20.1%,10.3%,9.3%,30.4%
43,Methodist Monarchs,28,3.3%,3,1.9,0.639,1.4,0.7,2.1,32.8%,32.8%,19.3%,10.8%,8.4%,33.7%
44,Trinity (TX) Tigers,28,3.9%,3.3,2.1,0.645,1.3,0.7,2,33.9%,35.7%,23.7%,16.1%,14%,34.4%
45,York (PA) Spartans,30,6.3%,5.5,3.5,0.646,2.6,1.4,4,35.3%,36.6%,17.7%,12.2%,7.9%,32.9%
46,SUNY Delhi Broncos,12,3.1%,2.8,1.8,0.647,1.3,0.8,2,37.5%,37.5%,17.6%,14.7%,14.7%,35.3%
47,Rochester Institute of Technology Tigers,27,4.6%,3.8,2.4,0.647,2,1,3,32.9%,36%,14.7%,4.9%,3.9%,31.4%
48,Hope College Flying Dutchmen,27,5.9%,4.9,3.2,0.647,2.4,1.1,3.5,31.6%,32.6%,18.8%,16.5%,15%,30.8%
49,Millsaps Majors,28,5.3%,4.5,2.9,0.648,2.2,1,3.2,32.2%,33.9%,19.2%,11.2%,8.8%,32%
50,Texas-(Dallas) Comets,26,6.6%,5.5,3.6,0.65,2.3,1.1,3.5,32.2%,35%,23.1%,18.2%,13.3%,30.1%
51,Ramapo College RoadRunners,30,4.7%,3.9,2.5,0.65,2.1,1,3.1,33%,36.2%,15.4%,6%,5.1%,29.9%
52,Pennsylvania College of Technology Wildcats,9,2.9%,2.6,1.7,0.652,1.2,0.8,2,38.9%,38.9%,17.4%,4.3%,4.3%,34.8%
53,Wells,12,2.6%,2.4,1.6,0.655,1.3,0.5,1.8,27.3%,34.1%,6.9%,17.2%,10.3%,34.5%
54,Alfred State Pioneers,15,5.1%,4.5,2.9,0.657,2.3,1.2,3.5,34.6%,37.5%,11.9%,11.9%,9%,32.8%
55,Mount Aloysius Mounties,24,2%,1.6,1,0.658,0.8,0.3,1.1,26.9%,32.7%,15.8%,18.4%,5.3%,31.6%
56,Augsburg University Auggies,29,6.4%,5,3.3,0.658,2.4,1,3.4,29.6%,31.6%,19.9%,14.4%,12.3%,32.9%
57,SUNY Potsdam,25,9.6%,8.4,5.5,0.66,4,1.9,5.9,32.4%,34.5%,16.3%,14.8%,11.5%,33.5%
58,Western Connecticut State,15,4.5%,3.9,2.6,0.661,1.7,0.8,2.5,31.6%,32.9%,25.4%,16.9%,15.3%,30.5%
59,Trinity College (CT) Bantams,24,6.1%,5,3.3,0.661,2.1,1,3.1,32%,32.7%,20.7%,19%,14.9%,36.4%
60,Nazareth College Golden Flyers,27,7.4%,6.3,4.2,0.661,2.7,1.6,4.3,37.6%,39.7%,22.8%,9.4%,8.2%,33.3%
61,Minnesota Morris Cougars,27,3.3%,2.9,1.9,0.662,1.4,0.7,2.1,34.5%,37.9%,16.9%,7.8%,7.8%,32.5%
62,Allegheny Gators,25,3.1%,2.6,1.7,0.662,1.3,0.6,1.9,31.3%,33.3%,13.8%,13.8%,12.3%,33.8%
63,Oswego State Lakers,27,5%,3.9,2.6,0.663,2,1,3,33.8%,35.6%,16.3%,13.5%,13.5%,32.7%
64,Springfield (MA) Pride,30,6.4%,5.2,3.5,0.667,2.4,1.3,3.8,35.4%,36.3%,17.9%,11.5%,9%,34%
65,Hampden-Sydney Tigers,26,3.1%,2.7,1.8,0.667,1.3,0.6,2,31.4%,33.3%,17.4%,10.1%,5.8%,31.9%
66,Maryville (TN) Scots,29,5.3%,4.5,3,0.672,1.8,1.1,2.9,38.8%,40.6%,26%,11.5%,11.5%,34.4%
67,Swarthmore Garnet,31,3.2%,2.6,1.7,0.675,1.3,0.6,1.9,33.9%,37.3%,16.3%,12.5%,10%,32.5%
68,Occidental Tigers,25,7.9%,6,4.1,0.675,3.4,1.4,4.8,28.6%,32.4%,8.6%,15.2%,11.9%,32.5%
69,Mount St. Mary College Blue Knights,12,3.4%,2.6,1.8,0.677,0.9,0.7,1.6,42.1%,42.1%,22.6%,16.1%,9.7%,38.7%
70,MIT Engineers,32,9.6%,7.5,5.1,0.679,3.4,1.8,5.2,34.3%,36.4%,20%,13.8%,12.1%,33.3%
71,Williams College Ephs,29,5.5%,4.4,3,0.68,2.1,1,3.1,31.9%,34.1%,17.2%,14.1%,7.8%,32.8%
72,Rosemont Ravens,27,5.7%,4.6,3.1,0.68,2.1,1.1,3.3,34.8%,35.4%,16.8%,15.2%,14.4%,34.4%
73,Pitt Bradford Panthers,24,3.5%,3.1,2.1,0.68,1.5,0.8,2.3,33.3%,33.3%,17.3%,13.3%,10.7%,33.3%
74,Lehman,23,4.6%,4.2,2.9,0.68,2,1,3,34.8%,38.4%,19.6%,10.3%,8.2%,34%
75,Yeshiva Maccabees,11,4.5%,4,2.7,0.682,1.6,1.1,2.7,40%,43.3%,18.2%,15.9%,9.1%,34.1%
76,Wisconsin-(Whitewater) Warhawks,25,7%,5.3,3.6,0.684,2,1.2,3.3,37.8%,39%,25.6%,16.5%,13.5%,35.3%
77,Hamilton College,29,6.8%,6.1,4.2,0.684,2.7,1.3,4,33.3%,36.3%,20.3%,14.7%,12.4%,35%
78,Eureka Red Devils,22,4.5%,4.3,3,0.684,2.4,1.2,3.6,34.2%,37.3%,12.6%,6.3%,5.3%,32.6%
79,Mount Ida College Mustangs,14,6.8%,6.1,4.2,0.686,2.8,1.5,4.3,35%,36.7%,17.4%,17.4%,10.5%,34.9%
80,Amherst College Mammoths,25,5.7%,4.6,3.2,0.687,2.4,1,3.4,30.6%,35.3%,14.8%,12.2%,8.7%,32.2%
81,Carleton College Knights,26,7.1%,5.3,3.7,0.688,2.8,1.5,4.3,34.2%,35.6%,13%,9.4%,8%,33.3%
82,Buffalo State Bengals,24,4.2%,3.9,2.7,0.688,1.5,0.7,2.1,31.4%,33.3%,21.5%,25.8%,16.1%,34.4%
83,Regis College (MA) Pride,26,5.9%,5,3.4,0.69,2.3,1.2,3.6,34.4%,37.1%,17.8%,15.5%,13.2%,33.3%
84,Plattsburgh State Cardinals,29,5.5%,5,3.4,0.69,2.3,1.3,3.7,36.8%,37.7%,17.2%,14.5%,13.8%,34.5%
85,Dickinson (PA) Red Devils,26,4.2%,3.2,2.2,0.69,1.4,0.8,2.2,36.2%,37.9%,17.9%,14.3%,10.7%,35.7%
86,Buena Vista Beavers,27,6.5%,5.4,3.7,0.69,2.8,1.3,4.1,30.9%,33.6%,11%,15.2%,11.7%,33.8%
87,Baruch Bearcats,27,7.3%,5.7,4,0.69,2.3,1.4,3.7,37%,40%,24.5%,12.3%,8.4%,33.5%
88,Lawrence,15,4.4%,3.7,2.5,0.691,1.4,0.9,2.3,38.2%,39.7%,27.3%,14.5%,9.1%,34.5%
89,Webster University,19,2.5%,2.1,1.4,0.692,1.2,0.6,1.8,32.4%,35.3%,10.3%,5.1%,5.1%,30.8%
90,Carthage Red Men,25,4.4%,3.5,2.4,0.693,1.7,1,2.7,35.8%,38.1%,19.3%,9.1%,9.1%,31.8%
91,Colorado Tigers,26,3.9%,3.2,2.2,0.695,1.7,0.9,2.6,34.3%,36.6%,8.5%,13.4%,9.8%,34.1%
92,Rockford Regents,27,4.1%,3.7,2.6,0.697,1.7,1,2.7,37%,39.7%,18.2%,12.1%,11.1%,34.3%
93,Rochester (NY) Yellowjackets,25,3.1%,2.5,1.8,0.698,1,0.6,1.6,38.5%,42.3%,22.2%,17.5%,9.5%,34.9%
94,Washington & Jefferson Presidents,25,5%,4.1,2.9,0.699,2.1,1.2,3.2,35.8%,38.9%,12.6%,10.7%,6.8%,34%
95,Sage Colleges,20,4.1%,3.6,2.5,0.704,1.5,0.9,2.4,36.2%,38.3%,21.1%,14.1%,9.9%,36.6%
96,Hanover Panthers,29,7.4%,5.5,3.9,0.704,3,1.6,4.5,34.4%,36.6%,11.3%,6.9%,5.7%,34%
97,Beloit Buccaneers,19,6.5%,5.2,3.6,0.704,2.2,1.2,3.3,34.9%,35.7%,21.4%,16.3%,10.2%,36.7%
98,Aurora University,29,5.8%,4.9,3.5,0.706,2.4,1.1,3.6,31.7%,33.7%,14%,14.7%,11.9%,35.7%
99,Brockport Golden Eagles,26,6.3%,5.7,4,0.707,2.6,1.3,3.9,34.3%,36.3%,15%,19%,15.6%,36.7%
100,Bethany Lutheran College,30,6%,5,3.6,0.709,2.5,1.2,3.8,32.7%,34.5%,12.6%,14.6%,13.2%,36.4%
101,Pine Manor,14,5%,4.7,3.4,0.712,1.8,1.2,3,40.5%,46.4%,25.8%,10.6%,10.6%,36.4%
102,Adrian,27,8.4%,6.6,4.7,0.712,3,1.7,4.6,36%,39.2%,18.1%,13%,8.5%,35%
103,Staten Island Dolphins,28,7.7%,7,5,0.713,3.3,1.8,5.1,35.4%,37.5%,13.3%,13.8%,9.2%,36.9%
104,Wilson,17,5.1%,4.5,3.2,0.714,2.1,1.2,3.3,37.5%,37.5%,16.9%,10.4%,9.1%,37.7%
105,Messiah,26,5.8%,4.6,3.3,0.714,2.1,1,3.1,33.3%,38.3%,20.2%,12.6%,10.1%,32.8%
106,Augustana (IL) Vikings,31,7.8%,6.4,4.6,0.714,3.4,1.4,4.8,29.7%,33.8%,13.6%,13.6%,10.1%,33.7%
107,Washington and Lee Generals,27,7.3%,6.4,4.6,0.715,3.4,1.6,5,32.6%,34.8%,12.8%,12.2%,9.3%,33.7%
108,St. John Fisher Cardinals,25,6.2%,5.1,3.6,0.717,2.2,1.1,3.3,34.1%,35.4%,16.5%,20.5%,15%,37.8%
109,Wesleyan (CT),28,5.6%,4.7,3.4,0.718,2.3,1.2,3.5,35.1%,37.6%,16.8%,12.2%,9.2%,33.6%
110,Dean College Bulldogs,8,8.3%,7.1,5.1,0.719,2.9,1.6,4.5,36.1%,40.3%,22.8%,15.8%,12.3%,35.1%
111,Principia Panthers,14,4.3%,3.6,2.6,0.72,1.5,1,2.5,40%,42.9%,16%,16%,12%,36%
112,PennState-Harrisburg,25,6.2%,5.2,3.7,0.721,2.1,1.2,3.3,35.4%,35.4%,17.1%,20.2%,15.5%,38.8%
113,PennState-Abington,13,3.7%,3.3,2.4,0.721,1.5,0.8,2.3,36.7%,41.7%,16.3%,20.9%,16.3%,34.9%
114,Albertus Magnus Falcons,27,5.8%,5.2,3.7,0.721,2.1,1.4,3.6,39.6%,40.6%,17.9%,14.3%,11.4%,37.1%
115,Washington (St. Louis) Bears,26,6.3%,5.3,3.8,0.723,2.2,1.4,3.6,39.8%,44.6%,24.1%,8.8%,5.8%,34.3%
116,Lasell,27,4.2%,3.5,2.5,0.723,1.7,0.9,2.6,34.3%,36.4%,12.8%,16%,11.7%,34%
117,Wisconsin-(Superior) Yellowjackets,27,3.9%,2.8,2,0.724,1.4,0.8,2.2,37.3%,38.1%,14.5%,11.8%,10.5%,35.5%
118,Christopher Newport Captains,29,5%,4.1,3,0.725,2.1,1.2,3.3,36.1%,37.1%,10.8%,10.8%,10.8%,36.7%
119,Medgar Evers Cougars,18,4.3%,4.1,2.9,0.726,1.6,1,2.6,38.3%,38.3%,21.9%,15.1%,9.6%,37%
120,Thomas More Saints,28,4.9%,3.5,2.6,0.727,1.8,1,2.8,34.6%,38.5%,13.1%,8.1%,6.1%,35.4%
121,Johnson & Wales (RI) University Wildcats,20,7%,6.1,4.4,0.727,2.8,1.6,4.4,36.8%,38.5%,14%,19%,14.9%,39.7%
122,Lebanon Valley,28,5.2%,4.5,3.3,0.728,2.2,1.2,3.4,35.1%,39.4%,16.8%,10.4%,8%,33.6%
123,Rensselaer Polytechnic,25,5.5%,4.3,3.1,0.729,1.7,1.2,2.9,41.7%,43.8%,22.4%,11.2%,10.3%,36.4%
124,Stevenson Mustangs,25,5.9%,5.1,3.7,0.732,2.2,1.3,3.5,37.5%,39.8%,18.9%,12.6%,8.7%,37%
125,John Carroll University Blue Streaks,31,7.8%,7.4,5.4,0.732,3.6,1.9,5.5,33.9%,37.1%,13.6%,13.2%,10.5%,35.1%
126,Roger Williams Hawks,27,5.6%,4.9,3.6,0.733,2.3,1.3,3.6,36.7%,39.8%,16%,9.9%,7.6%,35.9%
127,Hamline Pipers,25,6%,4.7,3.5,0.737,2.4,1.4,3.8,36.5%,39.6%,12.7%,8.5%,6.8%,34.7%
128,Greensboro College The Pride,28,3.6%,3.4,2.5,0.737,1.4,0.8,2.1,35%,35%,16.8%,23.2%,18.9%,38.9%
129,Elms,4,5.3%,4.8,3.5,0.737,1.8,1.5,3.3,46.2%,50%,26.3%,10.5%,10.5%,36.8%
130,Middlebury College,27,5.6%,5,3.7,0.739,2.7,1.4,4,33.9%,36.2%,10.4%,10.4%,8.2%,35.1%
131,Mary Washington Eagles,27,4.9%,4.1,3,0.739,1.7,1.1,2.7,39.2%,41.9%,18.9%,16.2%,11.7%,36.9%
132,Guilford College Quakers,27,3.8%,3,2.2,0.741,1.5,0.6,2.1,29.3%,32.8%,12.3%,17.3%,12.3%,37%
133,UC Santa Cruz Banana Slugs,25,7.4%,6.2,4.6,0.742,2.9,1.7,4.6,37.4%,38.7%,16.1%,10.3%,7.1%,37.4%
134,LaGrange Panthers,25,4%,3.7,2.8,0.742,1.6,0.9,2.5,36.5%,40.5%,19.4%,14%,12.9%,36.6%
135,Rutgers-Camden Scarlet Raptors,22,3.3%,2.9,2.1,0.746,1.1,0.7,1.9,39%,40.2%,20.6%,14.3%,9.5%,38.1%
136,Suffolk Rams,17,5.9%,4.6,3.5,0.747,1.9,1.4,3.3,41.1%,42.9%,19%,12.7%,10.1%,39.2%
137,Chatham University Cougars,25,6.5%,5.1,3.8,0.748,2.1,1.5,3.6,41.6%,42.7%,18.9%,14.2%,11%,38.6%
138,Wentworth Leopards,26,3.8%,3.1,2.3,0.75,1.4,0.8,2.2,36.8%,39.5%,15%,18.8%,11.3%,37.5%
139,Union (NY) Dutchmen,27,4.3%,3.7,2.8,0.75,1.7,1,2.7,37.8%,40.5%,15%,12%,11%,39%
140,SUNY Maritime Privateers,8,4.6%,4,3,0.75,1.8,1,2.8,36.4%,36.4%,12.5%,21.9%,15.6%,37.5%
141,Hardin-Simmons Cowboys,26,6.1%,5.5,4.2,0.75,2.3,1.5,3.8,38.4%,42.9%,18.8%,13.9%,13.2%,36.8%
142,Green Mountain,4,5.8%,5,3.8,0.75,2.8,1.5,4.3,35.3%,35.3%,5%,15%,15%,40%
143,Franklin & Marshall Diplomats,29,6.6%,5.3,4,0.753,2,1.3,3.3,38.9%,41.6%,23.4%,16.2%,10.4%,37.7%
