team_name,player_name,gp,team_ast,team_fg,team_id,player_id,MP,PTS,3P,AST,TO,FG,FT,FGA,STL,PF,FTA,TRB,ORB,DRB,BLK,pace_factor
Roosevelt,Jordan_Radcliff,12,10,23,6,174,7.75,2.5,0.33,0.67,0.58,1,0.17,2.5,0.58,1,0.25,0.83,0.08,0.75,0.17,73.58823529
Roosevelt,Joshua_Dillingham,21,10,23,6,175,19.8571,8.71,0,1.1,2,3.52,1.67,5.81,1.48,3.29,3.33,7.52,2.24,5.29,0.86,73.58823529
Roosevelt,Kevin_Day,33,10,23,6,176,13.7273,5.36,0.7,1.39,1.21,1.94,0.79,4.55,0.33,1,1.09,2.27,0.3,1.97,0.33,73.58823529
Roosevelt,Kyle_Bumbalough,33,10,23,6,177,23.3636,5.33,0.64,1.88,0.94,1.64,1.42,4.06,0.48,1.82,2.12,2.06,0.33,1.73,0.03,73.58823529
Roosevelt,Tomas_Cutts,6,10,23,6,179,4,1.5,0.17,0.17,0.5,0.67,0,1.5,0,0.5,0,0.33,0.17,0.17,0.17,73.58823529
Wabash,Alex_Eberhard,26,9,26,8,180,27.5,9.69,0.69,1.19,1.92,3.19,2.62,7.54,0.58,2.5,3.12,4.88,1.27,3.62,0.62,79.69230769
Wabash,Ben_Stachowski,8,9,26,8,181,16.625,5.5,0.88,1,0.88,2,0.63,4.75,0.38,1,0.75,4.38,0.75,3.63,0,79.69230769
Wabash,Colten_Garland,24,9,26,8,183,25,7.63,1.54,1.25,0.88,2.38,1.33,8.63,0.38,1.13,1.67,2.5,0.42,2.08,0.13,79.69230769
Wabash,Conner_Brens,15,9,26,8,184,12.0667,3.33,0,0.27,0.4,1.53,0.27,2.8,0,2.07,0.67,3.27,0.8,2.47,0.2,79.69230769
Wabash,Connor_Rotterman,24,9,26,8,185,30.9167,12,1.96,1.46,2.5,4,2.04,11.46,0.33,1.29,2.58,2.63,0.58,2.04,0.04,79.69230769
Wabash,Dalton_Vachon,16,9,26,8,186,10.75,1.06,0,0.06,0.5,0.44,0.19,1.13,0,1.13,0.56,1.88,0.75,1.13,0.25,79.69230769
Wabash,Duncan_Roy,18,9,26,8,187,5.3889,1.56,0.33,0.06,0.22,0.44,0.33,1.11,0.28,0.33,0.39,0.61,0.22,0.39,0,79.69230769
Wabash,Harrison_Hallstrom,26,9,26,8,188,24.3462,11.08,0,1.04,1.35,4.62,1.85,7.92,0.23,3,2.46,8.58,2.81,5.77,0.73,79.69230769
Wabash,Jack_Davidson,26,9,26,8,189,35.9231,18.19,2.23,3.19,2.73,4.58,6.81,11.08,0.62,1.65,8.35,4.73,0.42,4.31,0.04,79.69230769
Wabash,Logan_White,24,9,26,8,190,18.2083,3.79,0,0.58,0.83,1.67,0.46,3.63,0.33,1.79,1.08,5.5,1.96,3.54,0.42,79.69230769
Wabash,Max_Kurkowski,7,9,26,8,193,4,0.86,0,0.14,0.29,0.29,0.29,0.71,0,0.71,0.57,0.71,0.57,0.14,0.29,79.69230769
Wabash,Parker_Manges,19,9,26,8,194,23.6842,5.58,1.05,0.84,1.11,2.16,0.21,5.74,0.53,1.95,0.37,3.21,0.63,2.58,0.21,79.69230769
Wabash,Rhett_Helt,13,9,26,8,195,9.6154,2,0.38,0.31,0.31,0.69,0.23,1.54,0.08,0.54,0.54,2.15,0.46,1.69,0.15,79.69230769
Wabash,Ronald_Ryan,6,9,26,8,196,4.3333,0.5,0,0.5,0.33,0,0.5,0.5,0,0.17,0.67,0.33,0,0.33,0,79.69230769
WheatonIL,Aston_Francis,26,18,33,5,198,34.6154,27.38,4.65,4.42,3.69,8.62,5.5,20.73,1.42,1.65,6.69,4.77,0.69,4.08,0.23,81.5
WheatonIL,Cade_Alioth,22,18,33,5,199,7.0455,1.5,0,0.41,0.09,0.64,0.23,0.86,0.23,1.36,0.5,1.77,0.64,1.14,0.09,81.5
WheatonIL,Jay_Spencer,26,18,33,5,202,19.5385,5.62,0.58,0.85,0.73,1.88,1.27,4.5,0.23,3.27,1.73,4.31,1.19,3.12,1.31,81.5
WheatonIL,Kobe_Eichelberger,26,18,33,5,203,23.8462,12.31,0.81,1.35,1.35,4.42,2.65,8.12,0.62,2.62,4.38,6.42,1.81,4.62,0.23,81.5
WheatonIL,Luke_Peters,26,18,33,5,204,31.5769,6.31,0.12,4.38,2.12,2.35,1.5,4.92,1.15,2.73,3.42,4.96,1.42,3.54,0.62,81.5
WheatonIL,Mark_Champion,9,18,33,5,205,2.4444,1.56,0.22,0.22,0.11,0.67,0,2.22,0,0.22,0,0.56,0.11,0.44,0,81.5
WheatonIL,Reagan_Jones,8,18,33,5,206,3.75,1.13,0.13,0.13,0.13,0.5,0,1.13,0.25,0.25,0.13,1,0.25,0.75,0,81.5
WheatonIL,Ricky_Samuelson,26,18,33,5,207,32.2308,15.65,2.27,0.92,1.04,5.46,2.46,10.31,0.73,1.15,2.77,3.77,1.08,2.69,0.04,81.5
WheatonIL,Spencer_Peterson,24,18,33,5,208,14.4583,4.96,0.46,0.42,0.88,1.75,1,3.92,0.21,2.63,1.46,2.79,1.08,1.71,0.25,81.5
WheatonIL,Trevor_Gunter,24,18,33,5,209,17.7917,4.67,0,0.58,0.75,1.88,0.92,3.04,0.29,1.88,1.33,3.08,1.08,2,0.83,81.5
WheatonIL,Tyrel_Derrick,14,18,33,5,210,4.5,1.29,0.14,0.36,0.43,0.36,0.43,0.5,0.29,0.36,0.71,0.86,0.07,0.79,0.14,81.5
WheatonIL,Zack_Kvam,26,18,33,5,211,16.9231,2.58,0.42,2.42,1.23,0.85,0.46,1.92,0.27,1.5,0.65,1.27,0.23,1.04,0.15,81.5
WheatonIL,Zac_Holman,11,18,33,5,212,5.3636,1.09,0.27,0.45,0.36,0.27,0.27,1,0.09,0.55,0.36,0.82,0.27,0.55,0.09,81.5
Kalamazoo,Andrew_Sheckell,25,8,20,16,214,9.56,1.92,0.44,0.12,0.96,0.64,0.2,1.6,0.24,1.76,0.32,1.24,0.28,0.96,0.08,81.34
Kalamazoo,Ben_Reiter,25,8,20,16,215,25.36,10.8,1.68,1.44,1.76,3.52,2.08,8.36,1.32,2.4,2.8,4.52,0.44,4.08,0.12,81.34
Kalamazoo,Brennen_Buszka,22,8,20,16,216,11.8636,1.77,0,1.09,1.18,0.45,0.86,1.14,0.36,0.82,1.23,2.09,0.86,1.23,0.14,81.34
Kalamazoo,Charlie_Carson,17,8,20,16,217,5.7059,1.76,0.24,0.53,0.47,0.59,0.35,1.82,0.24,0.41,0.35,0.47,0,0.47,0.06,81.34
Kalamazoo,Dan_Black,13,8,20,16,218,2.7692,0.15,0,0.15,0.38,0.08,0,0.38,0,0.23,0,0.54,0.08,0.46,0,81.34
Kalamazoo,Jack_Smith,25,8,20,16,219,22,5.96,0.88,1.56,1.68,2.16,0.76,5.12,0.36,1.8,1.04,1.64,0.36,1.28,0.12,81.34
Kalamazoo,Jarnard_Smith,16,8,20,16,220,11.0625,4.19,0.38,0.75,1.69,1.56,0.69,4.44,0.38,1.25,1.13,0.88,0.13,0.75,0,81.34
Kalamazoo,Jeremiah_Vincent,13,8,20,16,221,26.0769,9.08,0.62,1.38,1.62,3.46,1.54,8.31,0.23,1.15,2.38,4.23,0.92,3.31,0.46,81.34
Kalamazoo,Jimmy_Paprocki,25,8,20,16,222,27.52,12.64,0,0.92,2.6,4.88,2.88,7.4,0.6,3.12,4.76,4.8,1.64,3.16,0.72,81.34
Kalamazoo,Jordan_Currie,16,8,20,16,223,13.625,1.88,0.25,0.63,1.06,0.63,0.38,1.44,0.13,0.75,0.5,1.88,0.25,1.63,0.25,81.34
Kalamazoo,KaLeif_Gaines,12,8,20,16,224,10.3333,3.17,0.33,0.58,1.67,0.83,1.17,3.08,0.58,1.08,1.42,1.25,0.08,1.17,0,81.34
Kalamazoo,Merritt_Hamann,23,8,20,16,225,10.4348,2.7,0.04,0.39,0.96,1.22,0.22,2.39,0.17,1.7,0.3,2.04,0.52,1.52,0.17,81.34
Kalamazoo,Owen_Jozefowicz,6,8,20,16,226,2.1667,0.67,0,0,0.17,0.17,0.33,0.33,0,0,0.83,0.33,0.17,0.17,0.17,81.34
Kalamazoo,Roger_Hood,25,8,20,16,227,20.92,7.6,0.64,0.88,2.6,2.52,1.92,6,0.64,2.36,2.68,3.8,0.96,2.84,0.32,81.34
Kalamazoo,Tanner_Blyly,25,8,20,16,228,30.2,9.52,0.96,3.2,2.52,3.68,1.2,9.36,1.44,2.88,1.88,4.2,0.64,3.56,0,81.34
Kalamazoo,Thomas_Cook,16,8,20,16,229,5.5625,1.19,0.13,0.06,0.44,0.44,0.19,1.38,0,1.06,0.69,0.94,0.38,0.56,0.13,81.34
NorthPark,Aaron_Reed,26,13,26,18,230,15.0385,3.04,0.35,0.85,1,1.12,0.46,2.54,0.62,1.46,0.73,2,0.5,1.5,0.31,79.74
NorthPark,Antonio_Gardner,20,13,26,18,231,7.9,2.6,0.55,0.45,0.4,0.9,0.25,2.4,0.1,0.85,0.45,0.55,0.2,0.35,0,79.74
NorthPark,Billy_Kirby,26,13,26,18,232,29.0385,11.04,1.12,2.04,1.73,4,1.92,9.04,0.5,1.54,2.62,3.58,0.77,2.81,0.12,79.74
NorthPark,Colin_Lake,26,13,26,18,234,34.5,19.96,3,2.08,2,6.62,3.73,16.88,1.27,1.77,4.54,3.31,0.73,2.58,0,79.74
NorthPark,Dyron_Woods,20,13,26,18,235,9.55,3.85,0,0.4,0.8,1.8,0.25,4.15,0.4,1.4,0.4,1.55,0.6,0.95,0.05,79.74
NorthPark,Isaiah_Webster,9,13,26,18,236,4,0.89,0,0.56,0,0.44,0,1,0.11,0.44,0,0.11,0.11,0,0,79.74
NorthPark,Jack_Gurvey,25,13,26,18,237,21.24,3.16,0.8,2.16,1.28,1.08,0.2,3.24,0.8,1.24,0.24,2.24,0.64,1.6,0.08,79.74
NorthPark,Jarrod_Coleman,11,13,26,18,238,5.9091,0.55,0.09,0.09,0.18,0.18,0.09,0.91,0.09,0.64,0.27,1.73,0.09,1.64,0.27,79.74
NorthPark,Jason_Hines,23,13,26,18,239,10.3478,3.65,0.65,0.26,0.83,1.3,0.39,3.17,0.22,1.61,0.78,1.57,0.35,1.22,0.13,79.74
NorthPark,Josh_Washburn,8,13,26,18,242,14,3.75,0.5,0.5,1,1.25,0.75,3.38,1.25,1.25,1,0.75,0,0.75,0,79.74
NorthPark,Matt_Mohr,13,13,26,18,244,19.3846,3.23,0.15,1.46,0.69,1.38,0.31,4,0.54,2.38,0.38,5.46,1.38,4.08,1,79.74
NorthPark,Matt_Szuba,25,13,26,18,245,26.24,7.96,1.88,2.28,1.68,2.64,0.8,6.36,0.4,1.96,0.92,4.72,0.8,3.92,0.52,79.74
NorthPark,Quinn_Williams,10,13,26,18,246,6.5,1.4,0.2,0.5,1,0.5,0.2,2.1,0.2,0.8,0.7,0.5,0.1,0.4,0,79.74
NorthPark,Scott_Olsen,22,13,26,18,248,9.5909,1.59,0.41,0.23,0.23,0.59,0,2,0.05,0.77,0.09,1.05,0.18,0.86,0.14,79.74
NorthPark,Toby_Marek,16,13,26,18,249,11.75,2.75,0.31,0.81,0.63,0.94,0.56,2.94,0.44,1.31,0.81,0.81,0.56,0.25,0.06,79.74
NorthPark,Vegard_Tangen,23,13,26,18,250,15.913,3.7,0.57,0.52,0.74,1.43,0.26,3.35,0.26,1.57,0.57,2.35,0.65,1.7,0.04,79.74
UWPlatteville,Alex_Ranney,29,25,35,14,251,15.5517,4.45,0.66,0.93,1.07,1.59,0.62,3.28,0.59,1.28,0.9,2.07,0.45,1.62,0.03,76.77586207
UWPlatteville,Carter_Voelker,29,25,35,14,252,28.8966,10.21,1.45,2.21,1.21,3.41,1.93,7.41,1.1,2.14,2.48,3.69,0.76,2.93,0.14,76.77586207
UWPlatteville,Clay_Gerds,29,25,35,14,253,25.3793,7.9,0.31,1.03,1.1,3.31,0.97,5.83,0.38,2.14,1.38,5.97,1.69,4.28,1.14,76.77586207
UWPlatteville,Cole_Hake,10,25,35,14,254,2.2,0.5,0.1,0.1,0.2,0.1,0.2,0.6,0.1,0.6,0.2,0.4,0.1,0.3,0,76.77586207
UWPlatteville,Colin_Connelly,21,25,35,14,255,7.3333,2.29,0.38,0.62,0.43,0.71,0.48,1.81,0.24,0.62,0.62,1.33,0.29,1.05,0.1,76.77586207
UWPlatteville,Colin_Kramper,15,25,35,14,256,4.3333,0.6,0.07,0.13,0.27,0.27,0,0.67,0.27,0.47,0.07,0.6,0.07,0.53,0,76.77586207
UWPlatteville,Dan_Lowe,21,25,35,14,257,6.381,1.81,0.1,0.24,0.67,0.67,0.38,1.62,0.19,1.19,0.57,1.38,0.33,1.05,0.14,76.77586207
UWPlatteville,Drew_Gunnink,13,25,35,14,258,3.3077,0.38,0.08,0.15,0.08,0.08,0.15,0.85,0.08,0.38,0.15,0.46,0.08,0.38,0,76.77586207
UWPlatteville,Grayson_Knowlton,11,25,35,14,259,2,0.64,0.09,0.09,0.09,0.18,0.18,0.55,0.18,0.27,0.18,0.36,0.09,0.27,0,76.77586207
UWPlatteville,Harold_Fay,15,25,35,14,260,3.5333,1.67,0.2,0.27,0.4,0.6,0.27,1.4,0.07,0.27,0.33,0.47,0.07,0.4,0,76.77586207
UWPlatteville,Jake_Showalter,28,25,35,14,261,21.4643,6.64,0.93,1.29,1.04,2.21,1.29,4.75,0.64,2.43,1.57,2.39,0.71,1.68,0.18,76.77586207
UWPlatteville,Justin_Jarvensivu,11,25,35,14,262,2.7273,0.27,0,0.27,0.36,0.09,0.09,0.09,0.18,0.36,0.18,0.64,0.36,0.27,0,76.77586207
UWPlatteville,Justin_Stovall,19,25,35,14,263,8.3158,3.16,0.32,0.42,0.79,0.95,0.95,1.84,0.16,1.95,1.26,1.74,0.26,1.47,0.21,76.77586207
UWPlatteville,Nathan_Cokenour,11,25,35,14,265,2.5455,0.55,0,0.18,0.18,0.27,0,0.36,0,0.18,0.18,0.55,0.27,0.27,0.27,76.77586207
UWPlatteville,Quentin_Shields,29,25,35,14,266,20.5517,10.17,0.86,1.66,1.52,3.1,3.1,6.62,0.97,2.03,4,3.24,0.41,2.83,0.1,76.77586207
UWPlatteville,Robert_Duax,29,25,35,14,267,27,15.79,1.24,2.17,1.79,5.86,2.83,11.31,1.28,2.17,3.62,4.55,0.72,3.83,0.34,76.77586207
UWPlatteville,Tanner_Hudziak,14,25,35,14,268,2.2857,2.07,0.29,0.29,0.36,0.86,0.07,1,0,0.14,0.07,0.29,0,0.29,0,76.77586207
OlivetCollege,Aaron_Washington,25,18,37,15,269,8.52,3.84,1.08,0.32,0.56,1.32,0.12,4,0.4,0.4,0.28,0.52,0.16,0.36,0,93.01785714
OlivetCollege,Angus_Bennett,28,18,37,15,270,10.9643,2.32,0,0.32,0.32,1,0.32,2,0.43,2.21,0.5,2.5,1.21,1.29,0.14,93.01785714
OlivetCollege,Blake_Siersma,28,18,37,15,271,13.0357,2.89,0,0.21,0.64,1.07,0.75,1.71,0.36,2.54,1.21,2.93,1.46,1.46,0.39,93.01785714
OlivetCollege,Brent_Davis,7,18,37,15,272,4.1429,0.29,0,0.14,0.14,0.14,0,1,0.29,0.29,0,0.71,0.14,0.57,0,93.01785714
OlivetCollege,Chase_Brocker,28,18,37,15,273,15.1071,5.64,0.79,0.54,0.61,1.79,1.29,4.36,0.39,1.04,1.46,1.64,0.43,1.21,0.29,93.01785714
OlivetCollege,Delbert_Redfield,17,18,37,15,274,3.2941,0.71,0.24,0.35,0.59,0.24,0,1.41,0.06,0.18,0,0.41,0,0.41,0,93.01785714
OlivetCollege,Diangelo_Carlton,24,18,37,15,275,13.625,3.08,0.04,0.75,0.83,1.25,0.54,2.83,0.83,1.92,0.83,1.83,0.71,1.13,0.04,93.01785714
OlivetCollege,Eldridge_Mason,28,18,37,15,276,25.6071,11.29,1.71,0.71,1.11,3.89,1.79,9.46,0.93,1.93,2.46,3.82,1,2.82,0.18,93.01785714
OlivetCollege,Griffin_Lewis,19,18,37,15,277,6.7368,0.79,0.05,0.32,0.21,0.26,0.21,0.74,0.37,1.37,0.37,1.53,0.53,1,0.05,93.01785714
OlivetCollege,Jalen_Adams,29,18,37,15,278,34.2069,24.93,0.76,1.34,2.59,9.45,5.28,19.14,1.76,2.38,6.76,10.24,3.14,7.1,0.48,93.01785714
OlivetCollege,John_Mcadoo,27,18,37,15,279,24.1111,3.74,0.67,1.19,0.52,1.11,0.85,3.81,1.07,2.63,1.11,3.37,1,2.37,0.04,93.01785714
OlivetCollege,Kylen_Brown,5,18,37,15,280,4,0,0,0.6,1.4,0,0,0.4,0.2,0.4,0,0.4,0,0.4,0,93.01785714
OlivetCollege,Mike_Williams,8,18,37,15,281,7.625,0.75,0,0.25,1.25,0.25,0.25,1.63,0.38,1.5,0.25,2,1.25,0.75,0.13,93.01785714
OlivetCollege,Quintin_Way,18,18,37,15,282,4.2778,0.61,0.11,0.11,0.28,0.22,0.06,0.67,0.11,0.5,0.11,0.39,0.17,0.22,0,93.01785714
OlivetCollege,Sirafino_Davis,23,18,37,15,283,13.9565,2.17,0,0.22,0.74,0.78,0.61,1.83,0.39,2.52,0.87,3.09,1.57,1.52,1.13,93.01785714
Rose-Hulman,Charlie_Aimone,27,13,22,17,284,25,11.81,1.67,1.56,1.3,4.15,1.85,9,0.48,1.07,2.41,3.26,0.56,2.7,0.15,80.71153846
Rose-Hulman,Eli_Combs,26,13,22,17,286,13.2692,4.46,0.27,0.31,1,1.85,0.5,3.5,0.12,0.92,1,2.31,0.81,1.5,0.19,80.71153846
Rose-Hulman,Jacob_Back,24,13,22,17,287,7.1667,0.71,0,0.33,0.67,0.29,0.13,1.08,0.33,1.25,0.58,0.96,0.46,0.5,0.25,80.71153846
Rose-Hulman,John_Czarnecki,27,13,22,17,288,24.6296,10.33,0.22,0.81,1.19,3.96,2.19,6.52,0.22,1.85,3.04,4.89,1.37,3.52,1.07,80.71153846
Rose-Hulman,Joshua_Richey,6,13,22,17,289,2.3333,0.33,0,0.17,0,0.17,0,0.67,0,0.17,0,0.5,0.33,0.17,0,80.71153846
Rose-Hulman,JT_Whitaker,22,13,22,17,290,4.9091,1.32,0,0.14,0.23,0.5,0.32,0.77,0.09,0.77,0.68,0.68,0.32,0.36,0.18,80.71153846
Rose-Hulman,Kyle_Steckel,25,13,22,17,291,9.64,1.56,0.24,1.12,0.68,0.48,0.36,1.04,0.12,0.6,0.4,0.6,0,0.6,0,80.71153846
Rose-Hulman,Luke_Callahan,11,13,22,17,292,15.7273,8.64,0.09,0.36,1.45,3.36,1.82,5.27,0.64,1.55,2.73,4.36,1.45,2.91,0.73,80.71153846
Rose-Hulman,Michael_Lake,26,13,22,17,293,12.6154,2.92,0.35,0.81,0.77,0.85,0.88,1.77,0.27,1.04,1.04,1.35,0.31,1.04,0.08,80.71153846
Rose-Hulman,Nick_McGrail,27,13,22,17,294,20.1852,6.11,0.96,0.67,0.7,2.22,0.7,4.7,0.41,2.22,0.93,4.11,1.37,2.74,0.04,80.71153846
Rose-Hulman,Ryuji_Aoki,27,13,22,17,295,15.2963,9.74,1.81,0.85,1.41,3.04,1.85,7.3,0.26,1.26,1.93,1.33,0.15,1.19,0.04,80.71153846
Rose-Hulman,Stephen_Schueth,27,13,22,17,296,24.4444,5.67,1.04,2.11,0.93,1.74,1.15,4.78,0.56,1.93,1.44,2.7,0.67,2.04,0.07,80.71153846
Rose-Hulman,Trey_Sykes,20,13,22,17,298,3.9,1.65,0,0.35,0.2,0.55,0.55,1.1,0.05,0.7,0.95,0.7,0.2,0.5,0.1,80.71153846
GustavusAdolphus,Austin_Goetz,24,19,27,19,299,26.7083,2.5,0.17,2.42,1.04,0.92,0.5,2.79,0.88,1.29,0.75,2.42,0.92,1.5,0.08,73.34
GustavusAdolphus,Brandon_Snoberger,19,19,27,19,300,12.9474,4.84,0.16,0.84,0.79,2.05,0.58,3.84,0.47,1.58,1.16,2.05,0.95,1.11,0.11,73.34
GustavusAdolphus,Charlie_Krambeer,19,19,27,19,301,11.0526,2.26,0.63,0.47,0.58,0.79,0.05,1.84,0.58,0.95,0.11,1.63,0.37,1.26,0,73.34
GustavusAdolphus,CJ_Woda,21,19,27,19,302,9.2381,2.48,0.1,0.43,0.48,1,0.38,2.81,0.43,1.1,0.86,1.67,0.52,1.14,0.1,73.34
GustavusAdolphus,Jason_Faul,24,19,27,19,303,26.0833,10.13,0.08,2,1.13,4.5,1.04,7.88,0.96,2.79,1.29,5.08,1.79,3.29,0.17,73.34
GustavusAdolphus,Kelsey_Thomas,23,19,27,19,304,23.087,11.39,0.87,3.04,2.52,4.48,1.57,8.13,1.17,2.57,1.96,5.78,1,4.78,0.43,73.34
GustavusAdolphus,Peter_Lundquist,13,19,27,19,306,6.1538,3,0.31,0.38,0.08,1.08,0.54,2.23,0.08,0.54,0.69,1.69,0.54,1.15,0.08,73.34
GustavusAdolphus,Riley_Sharbono,24,19,27,19,307,30.0417,14.21,1.46,1.04,1.83,4.63,3.5,10.21,0.5,1.38,4.33,4.67,0.67,4,0.29,73.34
GustavusAdolphus,Sam_DuBois,17,19,27,19,308,8.5294,1.24,0.12,0.76,0.47,0.53,0.06,1.12,0.06,0.59,0.24,0.65,0.12,0.53,0,73.34
GustavusAdolphus,Schuyler_Thompson,16,19,27,19,309,9.3125,2.31,0.06,0.56,0.75,1.06,0.13,2.69,0.06,1,0.31,1.56,0.31,1.25,0.06,73.34
GustavusAdolphus,Spencer_Tollefson,24,19,27,19,310,16.625,4.13,0.5,1.29,1.04,1.42,0.79,3.63,0.58,1.17,1.38,2,0.29,1.71,0.04,73.34
GustavusAdolphus,Vannis_Smith,24,19,27,19,311,21.4583,8.42,0.92,1.33,1.71,3.38,0.75,8.58,0.58,1.96,0.92,2.17,0.67,1.5,0.21,73.34
GustavusAdolphus,Zach_Bloemker,21,19,27,19,312,15.8095,6.05,1.19,1.33,1.76,2.05,0.76,5.33,0.33,1.24,1.19,1,0.24,0.76,0,73.34
IllinoisTech,Anthony_Mosley,15,11.47368421,24.31578947,20,313,35.2,14.93,0.47,4.27,2.93,5.6,3.27,12.67,1.8,2.13,4.6,3.2,0.53,2.67,0.53,80.36842105
IllinoisTech,Brett_Ott,10,11.47368421,24.31578947,20,314,3.9,0.7,0.2,0.5,0.3,0.2,0.1,1.2,0.2,0.5,0.2,0.4,0.3,0.1,0.1,80.36842105
IllinoisTech,Brinden_Carlson,5,11.47368421,24.31578947,20,315,2.2,0,0,0.2,0,0,0,1.2,0,0,0,0,0,0,0,80.36842105
IllinoisTech,Calvin_Schmitz,18,11.47368421,24.31578947,20,316,10.1111,2.11,0.28,0.39,0.56,0.83,0.17,2.61,0.22,0.72,0.28,0.94,0.39,0.56,0.06,80.36842105
IllinoisTech,Capriest_Gardner,17,11.47368421,24.31578947,20,317,15.4706,3.47,0.06,0.53,0.71,1.47,0.47,4,0.82,1.94,0.76,2.82,0.94,1.88,0.18,80.36842105
IllinoisTech,Jake_Digiorgio,19,11.47368421,24.31578947,20,318,33.8421,13.11,0.05,0.63,2.26,5.32,2.42,11.42,1.42,2,4.05,10.95,4.84,6.11,0.63,80.36842105
IllinoisTech,Jake_Bruns,19,11.47368421,24.31578947,20,319,18.4737,6.58,1.74,1.21,1.32,2.21,0.42,4.95,0.58,1.42,0.47,1.53,0.26,1.26,0,80.36842105
IllinoisTech,Kohl_Linder,19,11.47368421,24.31578947,20,321,9.1053,1,0,0.21,0.47,0.37,0.26,0.89,0.11,2,0.37,1.58,0.74,0.84,0.21,80.36842105
IllinoisTech,Malik_Howze,16,11.47368421,24.31578947,20,322,33.25,14.69,1.88,3.19,2.69,4.13,4.56,12,0.69,1.81,5.44,4.13,0.5,3.63,0.13,80.36842105
IllinoisTech,Max_Hisatake,19,11.47368421,24.31578947,20,323,26.8947,11.47,0,1.21,2.84,4.37,2.74,8.53,0.95,3.79,5.05,9.95,3.42,6.53,2,80.36842105
IllinoisTech,Parker_Joncus,19,11.47368421,24.31578947,20,324,28.4211,5.95,1.32,1.16,0.74,1.95,0.74,4.89,0.74,0.89,1.11,2.68,0.53,2.16,0.11,80.36842105
IllinoisTech,Quentin_Forberg,12,11.47368421,24.31578947,20,325,5.5,0.83,0.08,0.08,0.17,0.25,0.25,0.83,0.25,0.67,0.33,0.58,0.08,0.5,0,80.36842105
